sector,property_type,society,price,price_per_sqft,area,bedRoom,bathroom,balcony,floorNum,agePossession,builtUpArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score,area_to_bedroom
sector 61,flat,smart world orchard,2.2,14202.0,1549.08,3.0,3.0,2,4.0,New Property,1721.0,0,0,0,0,0,0,152,516.36
sector 65,flat,emaar emerald hills,1.95,13928.0,1400.06,3.0,3.0,3+,1.0,New Property,1556.0,0,0,0,1,0,2,117,466.68666666666667
sector 67,flat,m3m one key resiments,0.8,13115.0,609.99,1.0,1.0,0,0.0,Relatively New,610.0,0,0,0,0,0,0,0,609.99
sector 90,flat,dlf regal gardens,1.23,7052.0,1744.19,3.0,3.0,2,19.0,Relatively New,1578.0,1,0,0,0,0,0,6,581.3966666666666
sector 68,flat,m3m ikonic,1.78,9128.0,1950.04,3.0,3.0,3+,27.0,Relatively New,1845.0,0,0,0,0,0,2,126,650.0133333333333
sector 103,flat,landmark the residency,0.9,6666.0,1350.14,2.0,2.0,2,1.0,Relatively New,1222.0,0,0,0,0,0,0,44,675.07
sector 85,flat,ss the leaf,1.25,7179.0,1741.19,2.0,2.0,3,10.0,Relatively New,1730.0,0,0,0,0,0,0,49,870.595
sector 4,flat,shri ram apartments,0.36,3789.0,950.12,2.0,2.0,1,4.0,Relatively New,1056.0,0,0,0,0,0,0,0,475.06
sector 7,house,huda flats,2.3,17037.0,1350.0,5.0,3.0,3+,3.0,Old Property,1350.0,0,1,1,0,1,0,27,270.0
sushant lok,house,ansal sushant lok plots,5.8,29974.0,1935.0,6.0,6.0,3.0,2.0,Relatively New,1935.0,1,0,1,0,0,2,49,322.5
sector 102,flat,emaar imperial gardens,1.98,9900.0,2000.0,3.0,3.0,3+,9.0,Relatively New,2222.0,0,0,1,0,0,2,72,666.6666666666666
sector 109,flat,ats kocoon,1.7,9742.0,1745.02,3.0,3.0,3,22.0,Relatively New,1550.0,0,0,0,0,0,0,74,581.6733333333333
sector 108,flat,sobha city,2.6,15195.0,1711.09,3.0,3.0,2,8.0,Relatively New,1711.09,0,0,0,0,0,0,99,570.3633333333333
sector 70,flat,shree vardhman victoria,1.9,9743.0,1950.12,3.0,3.0,3,10.0,New Property,1765.0,1,1,1,1,0,0,36,650.04
sector 65,flat,m3m skycity,2.85,15590.0,1828.09,3.0,3.0,3,43.0,Under Construction,1828.09,0,0,0,0,0,0,115,609.3633333333333
sector 108,flat,raheja vedaanta,1.0,4854.0,2060.16,2.0,2.0,2,0.0,Relatively New,2060.0,0,0,0,0,0,0,0,1030.08
sector 109,flat,ats tourmaline,1.5,8571.0,1750.09,3.0,3.0,3+,7.0,Relatively New,1466.0,0,0,0,0,0,0,165,583.3633333333333
sector 50,house,independent,13.2,27155.0,4861.0,6.0,6.0,0,2.0,Moderately Old,4861.0,0,0,0,0,0,0,0,810.1666666666666
sector 104,flat,ats triumph,2.55,13076.0,1950.14,4.0,4.0,3+,21.0,Relatively New,2509.0,0,0,1,0,0,0,150,487.535
