sector,property_type,price,bedRoom,bathroom,builtUpArea,servant room,study room,luxury_category
sector 68,flat,1.1,2.0,2.0,1127.0,0,0,Medium
sector 78,flat,1.05,3.0,3.0,1853.0,0,0,Low
sector 37d,flat,0.65,2.0,2.0,625.0,0,0,Low
sector 7,house,1.55,2.0,2.0,1080.0,0,0,Medium
sector 92,flat,1.83,4.0,3.0,2104.0,1,0,Medium
sector 65,flat,5.0,3.0,3.0,3245.0,1,0,High
sector 53,flat,6.0,3.0,4.0,2217.0,1,0,Low
gwal pahari,flat,1.38,2.0,2.0,1130.0,0,0,Medium
sector 50,house,10.56,5.0,5.0,3240.0,1,0,Low
sector 86,house,0.42,2.0,3.0,50.0,0,0,Low
sector 66,flat,2.1,3.0,4.0,1800.0,1,0,High
sector 74,flat,2.25,3.0,3.0,1900.0,0,1,High
sector 108,flat,0.98,2.0,3.0,978.0,0,1,Medium
sector 37d,flat,1.8,4.0,3.0,1983.0,0,1,Medium
sector 55,house,3.55,4.0,4.0,1449.0,0,0,Low
sohna road,flat,1.14,3.0,3.0,1382.0,0,0,High
sector 65,flat,3.0,3.0,3.0,1666.67,0,0,Medium
sector 92,flat,0.8,4.0,3.0,1719.0,0,0,Low
sector 85,flat,1.2,2.0,2.0,1660.0,0,0,Low
sector 105,house,9.9,2.0,2.0,2000.0,0,0,Low
sector 92,flat,1.25,3.0,3.0,2278.0,1,0,Low
sohna road,flat,0.3,2.0,2.0,650.0,0,0,Medium
dlf phase,house,1.39,2.0,2.0,1450.0,0,0,Low
sector 3,flat,1.25,2.0,2.0,1161.0,0,0,Low
sohna road,flat,0.24,2.0,2.0,516.0,0,0,Low
sector 102,flat,1.35,3.0,3.0,1314.0,1,0,Medium
sector 84,flat,1.5,3.0,3.0,1849.0,1,0,Medium
dlf phase,house,19.0,6.0,6.0,4518.0,1,1,Medium
sohna road,flat,0.95,2.0,2.0,1131.0,0,1,Low
sector 102,flat,1.5,3.0,3.0,1314.0,0,0,High
sector 108,flat,0.7,2.0,2.0,1505.0,0,0,Low
sector 92,flat,0.78,2.0,2.0,1083.0,0,0,Low
sohna road,flat,0.9,2.0,2.0,1100.0,0,1,High
sector 84,flat,0.35,2.0,2.0,528.0,0,0,Low
sector 106,flat,3.2,3.0,3.0,2224.0,1,0,Low
sector 48,house,5.5,3.0,6.0,2592.0,1,0,Medium
sector 56,flat,2.05,4.0,4.0,2667.0,0,0,Low
sector 65,flat,2.35,3.0,3.0,1493.0,1,1,High
sector 12,house,1.5,5.0,5.0,1350.0,0,0,Low
sohna road,flat,0.54,2.0,2.0,833.0,0,0,Medium
sector 106,flat,1.34,4.0,5.0,1535.0,1,0,Low
sector 5,house,3.75,5.0,5.0,3400.0,0,0,Low
sector 69,flat,1.6,3.0,3.0,1428.0,0,0,Low
sector 3,flat,0.4,3.0,2.0,1000.0,0,0,Low
sector 12,house,1.4,2.0,2.0,1494.0,0,0,Low
sector 79,flat,1.12,2.0,2.0,1325.0,0,1,Low
sector 85,flat,1.05,2.0,2.0,1484.0,0,0,Low
sector 48,flat,1.76,3.0,3.0,1576.0,1,0,High
sector 69,flat,1.68,3.0,3.0,1510.0,0,0,High
sector 4,house,0.65,2.0,1.0,500.0,0,0,Low
sector 77,flat,1.9,3.0,4.0,1582.0,1,0,Low
sector 90,flat,0.64,2.0,2.0,1199.0,0,1,Medium
sector 82a,flat,2.85,4.0,4.0,2179.0,1,0,High
b block,house,8.25,5.0,6.0,2700.0,1,1,Medium
sector 65,flat,4.94,3.0,4.0,2754.0,1,0,High
sector 23,house,5.5,8.0,8.0,2520.0,1,1,Medium
sector 107,flat,0.98,2.0,2.0,1281.0,0,1,High
sector 28,flat,6.2,3.0,4.0,2000.0,1,0,High
sector 110,flat,3.79,5.0,5.0,3466.0,1,0,Medium
sector 84,flat,2.28,4.0,4.0,2998.0,1,0,Medium
sector 9,house,0.42,2.0,3.0,450.0,0,0,Low
sector 83,flat,1.76,3.0,3.0,1500.0,1,0,High
sohna road,flat,0.3,2.0,2.0,743.0,0,0,Low
sohna road,flat,0.75,2.0,2.0,1350.0,0,0,Medium
sector 37d,house,1.16,1.0,1.0,1535.0,0,0,Low
sector 12,house,0.38,3.0,3.0,900.0,0,0,Low
sector 68,flat,1.0,2.0,2.0,1311.0,0,0,Medium
sector 70,flat,2.0,4.0,5.0,2169.0,1,0,High
sector 2,flat,0.55,1.0,1.0,588.0,0,0,Low
sector 111,flat,3.45,4.0,5.0,2670.0,1,0,Medium
sector 1,flat,0.81,3.0,3.0,1900.0,1,0,Medium
sector 89,flat,1.3,3.0,3.0,2122.0,1,0,Low
sector 88b,flat,1.1,2.0,4.0,1350.0,0,1,Medium
sector 90,flat,0.5,2.0,2.0,796.0,0,0,Low
sector 85,flat,1.15,2.0,2.0,1263.0,0,0,Medium
sector 92,flat,0.82,3.0,3.0,1523.0,0,0,Low
sector 107,flat,0.28,2.0,2.0,543.0,0,0,Low
sector 49,flat,1.69,3.0,3.0,2178.0,0,0,Medium
sector 109,flat,1.8,3.0,3.0,2000.0,0,0,High
sector 83,flat,1.25,4.0,4.0,1970.0,1,0,Medium
sohna road,flat,0.28,2.0,2.0,588.0,0,0,Low
sector 50,flat,2.5,3.0,3.0,1894.0,0,0,Medium
sector 50,flat,8.5,4.0,4.0,11111.0,1,0,Low
sector 48,flat,3.3,5.0,5.0,3305.0,1,0,Medium
sector 33,flat,2.3,4.0,4.0,2000.0,1,0,Low
dlf phase,house,10.0,5.0,6.0,2700.0,1,0,Medium
sector 92,flat,0.92,4.0,5.0,1895.0,0,0,Medium
sector 108,flat,0.65,2.0,2.0,1235.0,0,0,High
sector 109,flat,1.7,3.0,3.0,1550.0,0,0,Medium
sector 65,flat,2.0,2.0,2.0,1186.0,0,0,High
sohna road,flat,0.58,2.0,2.0,822.0,0,0,Medium
sector 89,flat,0.5,2.0,2.0,672.0,0,0,Medium
sector 90,flat,1.3,3.0,3.0,1700.0,0,0,Medium
sector 1,flat,0.85,3.0,2.0,1508.0,0,0,Low
sector 57,house,9.25,5.0,5.0,5580.0,1,1,High
sector 90,flat,1.0,3.0,4.0,1765.0,1,0,Medium
sector 86,house,2.47,4.0,4.0,2800.0,1,0,Medium
sector 102,flat,2.5,3.0,4.0,1945.0,1,1,Medium
sushant lok,house,8.5,5.0,5.0,2700.0,1,0,Medium
sector 102,flat,0.97,2.0,2.0,828.0,0,0,Medium
sector 104,flat,1.75,4.0,5.0,2582.0,1,0,Medium
sector 77,flat,0.86,2.0,2.0,1214.0,0,0,Medium
sector 65,flat,2.79,4.0,4.0,2194.0,1,1,High
sector 9a,flat,0.88,3.0,3.0,1438.0,0,0,Low
sector 85,flat,2.1,4.0,5.0,2545.0,0,0,Medium
sector 104,flat,1.32,2.0,2.0,1403.0,0,0,Medium
sector 47,house,8.81,8.0,6.0,3240.0,1,1,Low
sector 69,flat,1.55,3.0,3.0,1428.0,0,0,Medium
sector 82a,flat,1.59,3.0,3.0,1668.0,0,0,High
sector 56,flat,1.55,3.0,3.0,1810.0,1,0,Medium
sector 81,flat,2.25,3.0,3.0,1929.0,1,0,High
sector 84,flat,1.2,2.0,2.0,1457.0,0,1,Medium
sector 62,flat,2.15,2.0,2.0,1676.0,0,0,Medium
sector 92,flat,0.75,3.0,2.0,1298.0,0,0,Medium
sector 62,flat,9.2,4.0,6.0,3867.0,1,0,High
sector 83,flat,1.05,3.0,3.0,1468.0,0,0,Medium
sector 69,flat,1.72,4.0,4.0,1783.0,0,0,Medium
dlf phase,house,17.0,5.0,6.0,4518.0,1,0,Medium
sector 107,flat,0.5,3.0,2.0,850.0,0,0,Low
sector 28,flat,4.3,3.0,4.0,3133.0,1,0,Low
sohna road,flat,0.3,2.0,2.0,523.0,0,0,Medium
sector 9a,flat,1.5,4.0,3.0,1833.0,0,0,Low
sector 92,flat,0.95,4.0,3.0,1983.0,0,0,Medium
sector 102,flat,1.4,3.0,3.0,1300.0,1,0,Low
sector 102,flat,1.75,3.0,3.0,1465.0,0,0,Low
sector 90,flat,1.27,4.0,5.0,2248.0,1,1,Medium
sector 57,flat,2.5,3.0,3.0,2036.0,0,0,Medium
sector 103,flat,1.33,3.0,3.0,1671.0,0,1,High
sector 47,flat,1.8,4.0,4.0,2857.0,0,0,Medium
sector 84,flat,0.35,2.0,2.0,531.0,0,0,Medium
sector 15,house,1.8,4.0,3.0,1800.0,0,0,Low
sector 102,flat,1.6,3.0,3.0,1314.0,0,0,Low
sector 66,flat,3.98,3.0,4.0,2200.11,1,0,Medium
sector 92,flat,0.45,3.0,3.0,833.0,0,0,Low
sector 37c,flat,1.0,3.0,3.0,1629.0,0,0,Medium
sector 104,flat,1.2,2.0,2.0,877.0,0,0,Low
sector 90,flat,1.78,4.0,4.0,2000.0,0,0,Medium
sector 92,flat,0.42,2.0,2.0,657.0,0,1,Low
sector 107,flat,0.52,3.0,2.0,717.0,0,0,Low
sector 70a,flat,1.6,2.0,2.0,1416.0,0,0,Medium
sector 91,flat,1.75,4.0,4.0,2139.0,1,0,Medium
sector 109,flat,1.6,4.0,1.0,3008.0,0,0,Low
c block,house,5.3,3.0,9.0,1935.0,1,0,Medium
sector 107,flat,1.45,3.0,4.0,1900.0,1,0,Medium
sector 67a,flat,1.5,2.0,2.0,1500.0,0,0,Low
sector 37c,flat,0.95,2.0,2.0,1179.0,0,0,Medium
sector 59,flat,5.8,3.0,4.0,3361.0,1,0,Low
sector 14,house,6.5,5.0,5.0,2500.0,0,0,Low
sector 50,flat,8.0,4.0,3.0,10000.0,1,0,Low
sector 49,flat,2.65,3.0,4.0,2251.49,1,0,Medium
sector 12,house,0.53,1.0,4.0,360.0,0,0,Low
sector 8,house,0.62,3.0,1.0,550.0,0,0,Low
sector 70a,flat,1.25,3.0,3.0,1300.0,0,0,Low
sector 79,flat,0.71,2.0,2.0,1295.0,0,0,Low
sector 12,house,0.7,4.0,4.0,1700.0,0,0,Low
sector 9a,flat,0.94,3.0,3.0,1722.0,0,0,Medium
sector 84,flat,0.34,2.0,2.0,537.0,0,0,Medium
sector 107,flat,0.37,2.0,2.0,614.0,0,0,Low
sector 79,flat,1.1,2.0,2.0,81.0,0,0,Medium
sector 83,flat,1.0,3.0,3.0,1575.0,0,0,High
sector 33,flat,1.2,2.0,2.0,84.0,0,0,Medium
sector 77,flat,1.35,3.0,3.0,1451.0,0,0,Medium
sector 66,flat,3.5,3.0,3.0,2125.0,1,0,Medium
sector 67,flat,4.5,4.0,4.0,3160.0,1,0,Low
sector 104,flat,1.05,3.0,4.0,2000.0,1,0,Medium
sector 84,flat,0.54,2.0,2.0,1086.0,0,0,Medium
sector 52,flat,0.29,1.0,1.0,278.0,0,0,Low
sector 77,flat,1.2,3.0,3.0,1822.0,0,0,Low
sector 70,flat,1.1,2.0,2.0,1444.0,0,0,Medium
sector 81,flat,2.2,3.0,4.0,2481.0,1,0,High
sector 85,flat,2.2,4.0,5.0,2390.0,1,0,High
sector 13,house,4.5,4.0,5.0,4950.0,0,0,Low
sector 86,flat,1.55,3.0,3.0,1500.0,0,0,High
valley view,flat,0.56,2.0,2.0,1028.0,0,0,Low
sector 12,house,1.7,3.0,3.0,200.0,0,0,Low
sector 74,flat,1.5,2.0,2.0,1556.0,0,0,Low
sector 71,flat,1.32,4.0,4.0,1985.0,1,0,Medium
sector 99a,flat,0.35,2.0,2.0,606.0,0,0,Medium
sector 79,flat,0.71,2.0,2.0,1280.0,0,0,Medium
sector 89,flat,0.95,2.0,2.0,1226.0,1,1,Low
sector 8,house,1.6,4.0,6.0,558.0,0,0,Low
sector 85,flat,1.73,4.0,5.0,2017.0,1,0,Low
sector 14,flat,1.7,5.0,5.0,2556.0,0,1,Medium
sector 62,flat,2.1,2.0,2.0,1500.0,0,0,Low
new gurgaon,flat,0.38,2.0,2.0,767.0,0,0,Low
sector 89,flat,1.05,2.0,2.0,1103.0,0,1,Low
sector 81,flat,2.35,3.0,4.0,2511.0,1,0,Medium
sector 102,flat,1.45,3.0,3.0,1493.0,1,0,High
sector 99,flat,3.2,4.0,4.0,3225.0,0,0,Low
sector 1a,flat,1.2,3.0,4.0,1670.0,1,0,Low
sector 109,flat,2.22,3.0,4.0,1860.0,1,1,Low
sector 5,house,0.96,2.0,4.0,945.0,0,0,Low
sector 107,flat,0.94,2.0,2.0,1236.0,0,0,Medium
sector 99a,flat,0.3,2.0,2.0,600.0,0,0,Low
dwarka expressway,flat,2.0,3.0,3.0,1357.0,0,0,Low
sector 78,flat,1.2,3.0,3.0,2045.0,0,0,Low
sector 74,flat,2.7,3.0,3.0,2018.09,0,0,Medium
sector 37c,flat,0.87,2.0,3.0,1300.0,0,1,Medium
sector 3,flat,0.28,2.0,2.0,600.0,0,0,Medium
sector 66,flat,3.9,3.0,4.0,2200.0,0,0,Low
sushant lok,house,1.65,4.0,4.0,540.0,0,0,Low
sector 112,flat,5.49,4.0,5.0,3655.0,1,0,High
sector 9,house,0.35,2.0,2.0,360.0,0,0,Low
sector 50,house,7.45,4.0,4.0,4500.0,1,0,Medium
sector 7,flat,0.8,3.0,2.0,1100.0,0,0,Medium
surat nagar,house,0.45,1.0,4.0,1667.0,0,0,Low
sector 92,house,0.85,4.0,4.0,1743.0,0,0,Low
sector 2,house,6.0,5.0,6.0,2430.0,0,1,Low
sector 89,flat,1.0,2.0,2.0,1233.0,0,1,Medium
sector 70,flat,1.64,3.0,5.0,1527.0,1,0,Medium
sector 79,flat,1.1,3.0,3.0,2167.0,0,0,Medium
sector 65,flat,1.8,2.0,2.0,1456.0,0,0,Medium
sector 37c,flat,0.9,3.0,3.0,1500.0,0,0,Medium
sector 70a,flat,2.5,3.0,4.0,2127.0,1,0,High
sector 74,flat,1.47,2.0,2.0,1281.0,0,0,Low
sector 90,flat,0.65,2.0,2.0,1050.0,0,1,Medium
sector 65,flat,2.29,2.0,2.0,1592.0,0,1,Low
sector 84,flat,0.73,2.0,2.0,1026.0,0,1,High
sector 81,flat,4.2,4.0,4.0,3512.0,1,0,Medium
sohna road,flat,0.42,2.0,2.0,590.0,0,0,Medium
sohna road,flat,0.32,2.0,2.0,616.0,0,0,Low
sector 92,flat,0.79,3.0,2.0,1175.0,0,0,Low
sector 85,flat,1.04,2.0,3.0,1576.0,0,0,Medium
sector 37d,flat,1.79,4.0,3.0,1808.0,0,0,Low
sector 65,flat,6.15,3.0,5.0,4271.0,1,0,Low
sohna road,flat,1.07,3.0,3.0,1600.0,0,0,High
sector 9,house,3.4,9.0,9.0,2628.0,0,0,Medium
sohna road,flat,0.21,1.0,1.0,438.0,0,0,Low
sector 10a,house,1.7,2.0,1.0,900.0,0,0,Low
sector 65,flat,1.3,2.0,2.0,812.0,0,1,Medium
sector 107,flat,0.82,2.0,2.0,1236.0,0,0,Medium
sector 84,flat,0.85,3.0,3.0,1561.0,0,1,Medium
new palam,house,0.34,2.0,2.0,270.0,0,0,Low
sector 6,house,0.75,2.0,4.0,713.0,0,0,Medium
sector 9a,house,4.5,9.0,9.0,3149.9,0,1,Low
sector 2,house,5.7,5.0,5.0,4550.0,0,0,Medium
sector 70a,flat,1.34,2.0,2.0,1180.0,0,0,Medium
sector 92,flat,1.6,3.0,4.0,1615.0,1,0,High
sector 37d,flat,1.55,4.0,3.0,2100.0,0,0,Medium
sector 95,flat,0.45,2.0,2.0,695.0,0,0,Low
sector 104,flat,2.23,3.0,4.0,2359.0,1,0,High
sector 4,house,0.8,5.0,4.0,146.0,0,0,Low
sector 103,flat,1.1,3.0,3.0,1500.0,0,0,Medium
sector 95,flat,0.27,2.0,2.0,758.0,0,0,Low
sector 37d,flat,1.0,3.0,3.0,1250.0,0,0,Low
sector 83,flat,1.12,3.0,3.0,1500.0,0,0,Medium
sector 56,flat,1.55,3.0,3.0,1900.0,1,0,Medium
sector 66,house,18.0,5.0,6.0,4500.0,1,1,High
sohna road,flat,0.93,2.0,2.0,1000.0,0,0,Low
sector 2,flat,1.5,3.0,3.0,1911.0,0,0,Low
sector 84,flat,1.1,3.0,3.0,1584.0,0,0,Medium
dlf phase,house,15.0,4.0,4.0,4500.0,1,0,Low
sector 2,flat,1.4,3.0,3.0,1611.0,0,0,Medium
sector 109,house,11.3,7.0,5.0,4500.0,1,1,Low
sector 85,flat,1.2,2.0,2.0,1300.0,0,0,High
sector 69,flat,1.5,3.0,3.0,1492.0,0,0,High
sector 69,flat,1.0,4.0,3.0,1826.0,0,0,Low
sector 65,flat,2.8,3.0,3.0,1650.07,1,0,Medium
sector 70a,flat,1.25,2.0,2.0,1402.0,0,0,Low
sector 83,flat,0.98,2.0,2.0,1300.0,0,0,Medium
dlf phase,house,8.4,4.0,4.0,2430.0,1,0,Medium
sector 7,flat,0.48,3.0,2.0,889.0,0,0,Low
sector 61,flat,1.7,2.0,2.0,1278.0,0,0,Low
sector 109,flat,2.2,3.0,4.0,1860.0,1,0,High
sector 105,house,0.37,2.0,2.0,450.0,0,0,Low
sector 77,flat,1.0,2.0,2.0,1489.0,0,0,Medium
sector 66,house,12.0,5.0,6.0,3150.0,1,0,Low
sector 83,flat,1.25,3.0,3.0,1700.0,1,0,Medium
new palam,house,2.0,2.0,4.0,1341.0,0,1,Low
sector 79,flat,1.3,3.0,3.0,1212.0,0,0,Medium
sector 2,flat,1.01,2.0,2.0,1281.0,0,0,Medium
sushant lok,flat,1.12,2.0,2.0,950.0,0,0,Medium
sector 70,flat,2.0,4.0,5.0,2172.0,1,0,Low
sector 37d,flat,1.5,3.0,2.0,1376.0,0,0,Low
sector 86,flat,1.5,3.0,3.0,1719.0,0,0,Low
sector 109,flat,1.2,3.0,2.0,1701.0,0,0,High
b block,house,15.5,5.0,6.0,5490.0,1,1,Medium
sector 90,flat,1.65,4.0,4.0,2139.0,1,0,Medium
sector 49,house,6.75,5.0,4.0,3420.0,1,1,Medium
sector 106,flat,1.42,4.0,6.0,2131.0,1,0,Medium
sector 99a,flat,1.05,2.0,2.0,1390.0,0,1,Low
sector 83,flat,1.19,3.0,3.0,1778.0,1,0,Low
sector 99,flat,0.4,2.0,2.0,733.0,0,0,Medium
sector 22,flat,2.55,3.0,3.0,1860.09,0,0,Medium
sector 102,flat,1.8,3.0,3.0,1531.0,0,0,Low
sector 95,flat,0.9,3.0,3.0,2000.0,0,0,Medium
sector 79,flat,1.45,2.0,2.0,1494.0,0,1,Medium
sector 107,flat,0.25,1.0,1.0,318.0,0,0,Medium
sector 65,flat,2.5,3.0,3.0,1654.0,0,0,Low
sector 112,flat,6.5,4.0,5.0,4800.0,0,0,Medium
sector 39,house,1.8,1.0,1.0,800.0,0,0,Low
sector 99,flat,0.5,2.0,1.0,652.0,0,0,Low
dlf phase,flat,1.35,2.0,2.0,1109.0,0,0,Low
sector 71,flat,1.4,3.0,3.0,1958.0,0,0,Medium
sector 95,flat,0.22,1.0,1.0,308.0,0,0,Low
sector 104,flat,2.55,4.0,4.0,2303.0,1,0,Low
sector 106,flat,0.88,2.0,2.0,1120.0,0,0,Low
sector 37d,flat,1.2,3.0,3.0,1000.0,0,0,Medium
sector 112,flat,3.75,3.0,3.0,2225.0,1,0,High
sector 3,house,0.8,2.0,4.0,981.0,0,0,Low
sector 90,flat,1.9,4.0,4.0,2512.0,1,0,High
sohna road,flat,0.24,1.0,1.0,378.0,0,0,Medium
sector 104,flat,0.49,3.0,2.0,695.0,0,0,Medium
sector 56,flat,0.5,1.0,1.0,667.0,0,0,Low
sector 68,flat,0.84,2.0,2.0,1180.0,0,0,Low
sector 33,house,9.55,6.0,7.0,4950.0,1,1,Medium
sector 107,flat,0.6,3.0,2.0,750.0,0,0,Medium
sector 82,flat,0.94,2.0,2.0,1299.0,0,1,Medium
sector 107,flat,0.49,2.0,2.0,598.0,0,0,Low
sector 82,flat,0.67,2.0,2.0,1150.0,0,0,Medium
sector 11,house,0.95,5.0,3.0,1300.0,0,0,Low
sector 65,flat,6.15,3.0,4.0,3355.0,0,0,Low
sector 63a,flat,1.55,2.0,2.0,1167.0,0,0,Low
sector 68,flat,1.1,2.0,2.0,1150.0,0,0,Medium
sector 39,house,0.34,1.0,1.0,450.0,0,0,Low
sector 85,flat,2.2,4.0,5.0,2545.0,0,0,Medium
sector 107,flat,0.35,2.0,2.0,608.0,0,0,Low
sector 70a,flat,2.52,3.0,4.0,2127.0,1,0,High
sector 82,flat,0.86,2.0,2.0,1294.0,0,1,Medium
sector 109,flat,0.79,3.0,2.0,1213.0,0,0,Low
sector 67,flat,2.7,4.0,4.0,2127.0,1,0,Medium
sector 109,flat,1.75,3.0,4.0,1946.0,1,0,Medium
sector 77,flat,1.4,3.0,3.0,1735.0,0,0,Low
sector 67,flat,0.56,2.0,2.0,889.0,0,0,Medium
sector 99a,flat,1.23,3.0,5.0,1807.0,1,0,Medium
sector 108,flat,2.5,3.0,3.0,1480.0,0,0,High
sector 37d,flat,1.0,3.0,3.0,1163.0,0,0,Low
sector 84,flat,0.84,3.0,3.0,1561.0,0,0,Medium
sector 85,flat,2.2,4.0,6.0,3920.0,1,0,High
sector 99a,flat,0.26,2.0,2.0,611.0,0,0,Medium
sector 66,flat,3.2,3.0,3.0,1800.08,1,1,Medium
sector 90,flat,0.9,3.0,4.0,1765.0,1,0,High
sector 1a,flat,0.9,3.0,3.0,2070.0,1,0,Low
sector 37d,flat,0.55,2.0,2.0,610.0,0,0,Medium
sector 90,flat,0.65,2.0,2.0,1176.0,0,1,Medium
sector 28,house,2.58,4.0,2.0,1458.0,0,0,Low
sector 33,flat,0.4,2.0,2.0,724.0,0,0,Low
sector 4,flat,0.46,2.0,2.0,1000.0,0,0,Medium
sector 65,flat,2.36,3.0,3.0,1524.0,1,1,Medium
sector 69,flat,1.66,3.0,3.0,1482.0,0,0,High
sector 92,flat,0.75,4.0,4.0,1734.0,0,0,Medium
sector 103,flat,1.12,3.0,4.0,1734.0,1,0,Low
sector 83,flat,1.04,3.0,2.0,1500.0,0,0,Medium
sohna road,flat,0.38,2.0,2.0,750.0,0,0,Low
sector 51,flat,0.71,2.0,2.0,1007.0,0,0,Low
sector 86,flat,0.87,2.0,2.0,1231.0,0,0,Low
sector 54,flat,3.25,3.0,3.0,2558.0,0,0,Medium
sector 77,flat,0.71,2.0,2.0,1057.0,0,1,Medium
sector 49,flat,4.79,5.0,5.0,3724.0,1,1,Low
sector 37c,flat,1.26,3.0,3.0,1400.0,0,0,Low
sector 14,house,3.4,3.0,3.0,2250.0,0,0,Low
sector 88a,flat,1.65,3.0,3.0,1652.0,0,0,Medium
sohna road,flat,0.9,2.0,2.0,1275.0,0,0,Low
sector 92,flat,0.9,4.0,5.0,1805.0,1,0,Low
sector 78,flat,1.1,3.0,3.0,2176.0,1,0,Medium
sector 48,house,3.35,6.0,5.0,6000.0,0,0,Medium
sector 76,flat,1.92,3.0,3.0,1672.0,0,0,Medium
sector 92,flat,1.1,4.0,3.0,1778.0,0,0,Low
sector 84,flat,0.36,2.0,2.0,531.0,0,0,Medium
sector 37d,house,1.27,3.0,3.0,1570.0,0,0,Medium
sector 85,flat,2.1,4.0,4.0,2600.0,0,0,Low
sector 85,flat,1.07,2.0,2.0,1484.0,0,0,Medium
sector 60,flat,2.82,3.0,3.0,2400.0,1,0,High
sector 70a,house,1.18,3.0,3.0,1611.0,0,0,High
sector 110,flat,3.3,4.0,5.0,3032.0,1,0,Medium
sector 54,flat,1.59,3.0,3.0,2250.0,0,1,Medium
sector 3,house,1.0,1.0,1.0,1500.0,0,0,Low
sector 22,flat,4.8,4.0,6.0,2778.0,1,0,Low
sector 33,flat,1.2,2.0,2.0,1492.0,0,0,Medium
sector 79,flat,1.45,3.0,3.0,2161.0,0,0,Low
golf course,flat,2.4,4.0,4.0,2500.0,0,0,Medium
sushant lok,house,1.64,3.0,3.0,1620.0,1,1,Medium
sector 67a,flat,1.3,2.0,2.0,1296.0,0,0,Medium
sector 113,flat,3.21,3.0,3.0,2281.0,0,0,Low
sector 81,flat,2.3,3.0,4.0,1825.0,1,0,Medium
sector 107,flat,1.7,4.0,5.0,2505.0,1,0,Medium
sector 56,flat,1.45,3.0,3.0,1719.0,0,0,Medium
sector 84,flat,1.1,3.0,3.0,1710.0,0,0,Medium
sector 36a,flat,2.3,2.0,2.0,1479.0,0,0,Medium
sector 99a,flat,1.3,3.0,3.0,1997.0,0,0,Low
sector 61,flat,3.6,4.0,4.0,2580.0,1,0,Medium
sector 48,flat,2.65,4.0,4.0,2134.0,1,1,High
sector 102,flat,1.42,3.0,3.0,1314.0,1,0,Medium
sector 2,house,2.75,3.0,3.0,1557.0,0,1,Low
sector 37d,flat,1.1,3.0,3.0,1389.0,0,0,Low
sector 85,flat,1.98,3.0,4.0,2399.0,0,0,High
sector 99a,flat,1.02,2.0,2.0,1430.0,0,1,High
sohna road,flat,0.2,2.0,2.0,743.0,0,0,Low
sector 104,flat,2.6,3.0,4.0,2061.0,1,1,Medium
sector 109,flat,2.0,4.0,4.0,2380.0,1,0,Medium
sector 67,house,1.5,5.0,3.0,200.0,0,0,Low
sector 104,flat,1.75,3.0,4.0,2036.0,1,1,Low
sector 65,flat,1.95,2.0,2.0,1141.0,0,0,Low
sector 104,flat,1.35,4.0,5.0,2991.0,1,1,Medium
sector 106,flat,0.87,2.0,2.0,1120.0,0,0,High
sector 36,flat,0.42,2.0,2.0,590.0,0,0,Low
dlf phase,house,9.5,9.0,9.0,2844.0,0,0,Medium
sector 31,house,4.25,5.0,5.0,1620.0,0,0,Medium
sector 2,flat,0.56,1.0,1.0,723.0,0,0,Medium
sector 86,flat,0.78,2.0,2.0,1231.0,0,0,Medium
mehrauli gurgaon,flat,2.2,3.0,4.0,1956.0,0,0,Low
sector 12,house,1.35,2.0,5.0,2052.0,0,0,Low
sector 39,house,5.15,5.0,5.0,3659.7,0,0,Low
sector 1,flat,0.6,3.0,2.0,1277.0,0,0,Medium
sector 83,flat,1.4,3.0,3.0,1570.0,0,0,Medium
sector 22,flat,4.63,3.0,5.0,2796.0,1,0,Medium
sector 110,flat,1.8,3.0,3.0,1850.0,1,0,Medium
sector 67,flat,3.32,3.0,4.0,2016.0,1,0,High
sector 113,flat,2.7,3.0,4.0,2217.0,1,0,Low
sector 113,flat,2.35,3.0,4.0,1930.0,1,0,High
sector 37d,flat,1.98,3.0,3.0,1983.0,0,1,Low
sector 70a,flat,1.9,4.0,3.0,2111.0,0,0,Medium
sector 107,flat,0.5,2.0,2.0,622.0,0,0,Low
sector 33,flat,1.9,3.0,3.0,2143.0,1,0,Medium
dlf phase,house,8.9,4.0,4.0,2700.0,1,1,Medium
sector 99a,flat,1.32,3.0,5.0,1737.0,1,0,Medium
sector 102,flat,1.9,3.0,3.0,2500.0,1,0,High
sector 69,flat,1.68,4.0,4.0,1819.0,0,0,Medium
sector 102,flat,0.45,1.0,1.0,750.0,0,0,Low
sohna road,flat,0.91,3.0,3.0,1599.0,0,0,High
sector 50,house,8.45,3.0,3.0,3231.0,1,1,Medium
sector 37c,flat,1.4,3.0,3.0,1890.0,1,0,Medium
sector 109,flat,1.4,3.0,3.0,1584.0,0,0,Medium
sector 92,flat,0.62,2.0,2.0,1498.0,0,0,Low
sector 74,flat,1.57,2.0,2.0,1300.0,0,0,Medium
sector 90,flat,0.65,2.0,2.0,1225.0,0,1,Low
sector 71,flat,0.37,1.0,1.0,450.0,0,0,Medium
sector 4,flat,0.43,2.0,2.0,722.0,0,0,Low
sector 73,flat,0.9,3.0,3.0,1622.0,1,0,Medium
sector 85,flat,1.85,4.0,5.0,2545.0,0,0,Medium
sector 51,flat,1.7,3.0,4.0,1773.0,0,0,Medium
sector 47,flat,0.65,1.0,1.0,599.0,0,0,Medium
new palam,flat,0.28,2.0,1.0,1000.0,0,0,Low
sector 65,house,12.5,4.0,4.0,3600.0,1,1,Medium
