sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,SuperBuiltUpArea,builtUpArea,carpetArea,others,pooja room,servant room,store room,study room,furnishing_type,luxury_score
sector 67,flat,ireo victory valley,2.95,12110.0,2436.0,Super Built up area 2436(226.31 sq.m.)Built Up area: 2236 sq.ft. (207.73 sq.m.)Carpet area: 2036 sq.ft. (189.15 sq.m.),3.0,3.0,3+,14.0,South,Moderately Old,2436.0,2236.0,2036.0,0,1,1,0,0,2,165
sector 49,flat,vatika city,1.98,9074.0,2182.06,Super Built up area 2182(202.71 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3.0,4.0,3,9.0,South-East,Moderately Old,2182.0,1750.0,1670.0,0,0,1,0,0,2,101
sector 48,house,eldeco mansionz,5.15,18885.0,2727.0,Plot area 303(253.35 sq.m.)Built Up area: 302 sq.yards (252.51 sq.m.)Carpet area: 300 sq.yards (250.84 sq.m.),5.0,7.0,3.0,2.0,East,Moderately Old,,302.0,300.0,0,1,1,0,0,2,145
sector 4,house,not applicable,0.4,9259.0,432.0,Plot area 432(40.13 sq.m.),1.0,1.0,1.0,1.0,,Moderately Old,,432.0,,0,0,0,0,0,0,0
sector 90,flat,dlf new town heights,1.21,6243.0,1938.17,Super Built up area 1930(179.3 sq.m.)Built Up area: 1929 sq.ft. (179.21 sq.m.)Carpet area: 1928 sq.ft. (179.12 sq.m.),3.0,3.0,3+,7.0,West,Relatively New,1930.0,1929.0,1928.0,0,1,1,0,0,0,127
sector 50,house,nirvana country,10.0,14285.0,7000.4,Built Up area: 7000 (650.32 sq.m.),5.0,7.0,2.0,4.0,East,Moderately Old,,7000.0,,0,0,1,0,0,1,0
sector 102,flat,adani m2k oyster grande,2.5,7817.0,3198.16,Super Built up area 3198(297.1 sq.m.),4.0,5.0,3+,5.0,South,Relatively New,3198.0,,,0,0,1,0,0,0,76
sector 88a,flat,godrej oasis,1.45,8367.0,1733.0,Super Built up area 161Carpet area: 108.4 sq.m.,2.0,2.0,3+,9.0,,Relatively New,161.0,,,0,0,0,0,1,1,85
sector 103,flat,indiabulls centrum park,1.2,8432.0,1423.15,Super Built up area 1423(132.2 sq.m.),2.0,2.0,3,3.0,North-East,Moderately Old,1423.0,,,0,0,0,0,0,0,26
sector 108,flat,raheja vedaanta,0.85,4637.0,1833.08,Super Built up area 1833(170.29 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1350 sq.ft. (125.42 sq.m.),3.0,3.0,2,2.0,North-East,Relatively New,1833.0,1500.0,1350.0,0,0,1,0,0,0,65
sector 105,house,independent,0.38,76000.0,50.0,Carpet area: 50 (4.65 sq.m.),2.0,2.0,2.0,1.0,,Undefined,,,50.0,0,0,0,0,0,0,0
sector 33,house,unitech uniworld resorts,10.0,181818.0,550.0,Plot area 550(51.1 sq.m.),5.0,6.0,3.0,4.0,North-East,New Property,,550.0,,0,0,1,0,1,0,26
sector 84,flat,pivotal devaan,0.35,7246.0,483.03,Carpet area: 483 (44.87 sq.m.),2.0,2.0,2,4.0,East,Relatively New,,,483.0,0,0,0,0,0,0,37
sector 83,flat,emaar palm gardens,1.75,9210.0,1900.11,Super Built up area 1900(176.52 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3+,11.0,East,Relatively New,1900.0,,1240.0,0,0,1,0,0,0,120
sector 47,house,malibu towne,1.15,41818.0,275.0,Plot area 275(25.55 sq.m.),3.0,3.0,3.0,2.0,North-East,Old Property,,275.0,,0,0,0,0,0,2,33
sector 90,flat,dlf regal gardens,1.2,6837.0,1755.16,Super Built up area 1755(163.04 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3.0,3.0,3+,15.0,South-West,Relatively New,1755.0,,1400.0,0,0,0,0,0,0,118
sector 84,flat,alpha corp gurgaonone,2.24,6523.0,3434.0,Super Built up area 3434(319.03 sq.m.)Carpet area: 2900 sq.ft. (269.42 sq.m.),4.0,4.0,3,12.0,West,Relatively New,3434.0,,2900.0,0,0,1,0,0,0,20
sector 111,flat,puri diplomatic greens,3.65,12372.0,2950.21,Super Built up area 2950(274.06 sq.m.),4.0,5.0,3+,17.0,West,Moderately Old,2950.0,,,0,0,1,0,0,0,132
sector 69,flat,tulip violet,1.7,8445.0,2013.03,Super Built up area 2010(186.74 sq.m.),4.0,4.0,2,7.0,West,Relatively New,2010.0,,,0,0,0,0,0,0,128
sector 72,flat,spaze privy,3.1,6692.0,4632.4,Super Built up area 4632(430.33 sq.m.)Carpet area: 2300 sq.ft. (213.68 sq.m.),4.0,5.0,3+,8.0,South,Moderately Old,4632.0,,2300.0,0,1,1,1,1,0,136
sector 69,flat,unitech sunbreeze,0.75,6849.0,1095.05,Super Built up area 1095(101.73 sq.m.),2.0,2.0,2,4.0,,Under Construction,1095.0,,,0,0,0,0,0,0,0
sector 102,flat,shapoorji pallonji joyville gurugram,1.25,9876.0,1265.69,Super Built up area 1215(112.88 sq.m.),2.0,2.0,2,0.0,East,Relatively New,1215.0,,,0,0,0,0,0,0,79
sector 81,flat,signature global synera,0.5,6802.0,735.08,Super Built up area 735(68.28 sq.m.)Built Up area: 700 sq.ft. (65.03 sq.m.)Carpet area: 635 sq.ft. (58.99 sq.m.),2.0,2.0,3,6.0,South,Relatively New,735.0,700.0,635.0,0,0,0,0,0,0,117
sohna road,flat,eldeco accolade,0.72,4975.0,1447.24,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2.0,3+,12.0,East,Relatively New,1457.0,,849.0,0,0,0,0,1,0,152
sector 99a,flat,conscient habitat,0.27,5599.0,482.23,Carpet area: 484 (44.97 sq.m.),2.0,2.0,1,8.0,South-West,Relatively New,,,484.0,1,0,0,0,0,0,49
sector 61,flat,smart world orchard,1.47,12250.0,1200.0,Carpet area: 1200 (111.48 sq.m.),2.0,2.0,2,2.0,,Under Construction,,,1200.0,0,0,0,0,1,0,76
sector 48,house,vipul tatvam villa,6.4,24691.0,2592.0,Plot area 288(240.8 sq.m.)Built Up area: 240 sq.yards (200.67 sq.m.)Carpet area: 200 sq.yards (167.23 sq.m.),3.0,4.0,3.0,2.0,North,Relatively New,,240.0,200.0,0,0,1,1,1,2,148
sushant lok,flat,ansal maple crescent,1.35,10037.0,1345.02,Super Built up area 1345(124.95 sq.m.)Built Up area: 1320 sq.ft. (122.63 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3.0,3.0,3,2.0,South,Old Property,1345.0,1320.0,1300.0,1,0,0,0,0,2,93
sector 69,flat,tulip purple,1.92,8000.0,2400.0,Super Built up area 2400(222.97 sq.m.),4.0,5.0,3+,5.0,East,Relatively New,2400.0,,,0,0,1,0,0,2,158
sector 70a,flat,capital residences 360,1.51,7641.0,1976.18,Super Built up area 1976(183.58 sq.m.),3.0,3.0,3,7.0,South-East,Relatively New,1976.0,,,0,0,1,0,0,0,49
sector 31,flat,raheja atlantis,,,,Carpet area: 650 (60.39 sq.m.),1.0,1.0,1,3.0,East,New Property,,,650.0,0,1,1,0,1,0,42
sector 78,flat,umang monsoon breeze,1.15,5284.0,2176.38,Super Built up area 2176(202.16 sq.m.),3.0,3.0,3,9.0,,Moderately Old,2176.0,,,1,0,1,0,0,0,22
dlf phase,house,independent,4.0,29630.0,1350.0,Plot area 150(125.42 sq.m.),4.0,4.0,3.0,2.0,North,Old Property,,1350.0,,0,0,0,1,0,0,41
sector 50,house,unitech espace,11.5,35494.0,3240.0,Built Up area: 3240 (301.01 sq.m.),5.0,6.0,0,1.0,North-West,Undefined,,3240.0,,0,0,0,0,0,0,0
sector 93,flat,spaze privvy the address,1.25,5701.0,2192.6,Built Up area: 2105 (195.56 sq.m.)Carpet area: 1700 sq.ft. (157.94 sq.m.),4.0,4.0,3,16.0,,Relatively New,,2105.0,1700.0,0,0,0,0,0,0,0
sector 69,flat,tulip violet,1.75,8883.0,1970.06,Super Built up area 1970(183.02 sq.m.),4.0,4.0,1,12.0,North-West,Relatively New,1970.0,,,0,0,0,0,0,0,86
sector 4,house,independent,0.67,88157.0,76.0,Plot area 76(7.06 sq.m.),3.0,3.0,2.0,2.0,South,Relatively New,,76.0,,1,0,0,0,0,0,7
sector 92,flat,sare homes,0.8,5252.0,1523.23,Carpet area: 1523 (141.49 sq.m.),3.0,3.0,3,7.0,North-West,Relatively New,,,1523.0,0,0,0,0,1,2,80
sector 109,house,international city by sobha phase 2,6.25,11574.0,5400.0,Plot area 600(501.68 sq.m.),4.0,4.0,3+,2.0,East,Relatively New,,5400.0,,0,0,1,0,0,0,138
sector 92,flat,sare green parc 2,1.07,5246.0,2039.65,Built Up area: 2040 (189.52 sq.m.),4.0,3.0,3,10.0,,Under Construction,,2040.0,,0,0,1,0,1,0,86
sector 61,flat,pioneer park,1.6,11594.0,1380.02,Carpet area: 1380 (128.21 sq.m.),2.0,2.0,2,21.0,,Relatively New,,,1380.0,0,0,1,0,0,0,105
sushant lok,house,ansals florence villa,3.65,10579.0,3450.2,Plot area 3450(320.52 sq.m.),6.0,6.0,2.0,3.0,North-West,Moderately Old,,3450.0,,0,1,1,1,1,1,152
sector 56,house,independent,2.95,20233.0,1458.0,Built Up area: 162 (135.45 sq.m.),2.0,2.0,0,1.0,North,Undefined,,162.0,,0,0,0,0,0,0,0
sohna road,flat,signature global park,0.54,7248.0,745.03,Carpet area: 745 (69.21 sq.m.),2.0,1.0,3,1.0,,New Property,,,745.0,0,0,0,0,0,0,65
sector 45,house,independent,10.0,30864.0,3240.0,Plot area 360(301.01 sq.m.),6.0,6.0,3+,4.0,North-East,Moderately Old,,3240.0,,0,1,1,1,1,2,70
sector 37c,flat,corona optus,1.2,6916.0,1735.11,Super Built up area 1735(161.19 sq.m.)Built Up area: 1635 sq.ft. (151.9 sq.m.)Carpet area: 1535 sq.ft. (142.61 sq.m.),3.0,4.0,3,8.0,South-West,Relatively New,1735.0,1635.0,1535.0,0,0,0,0,0,0,149
sector 71,flat,chd avenue,0.98,6049.0,1620.1,Super Built up area 1620(150.5 sq.m.),3.0,3.0,3,0.0,South-East,Moderately Old,1620.0,,,0,0,0,0,1,0,65
sector 85,flat,godrej air,1.83,10005.0,1829.09,Carpet area: 1829 (169.92 sq.m.),3.0,3.0,3+,18.0,,Under Construction,,,1829.0,0,0,0,0,0,0,110
sector 1a,flat,green campus chs,0.92,4022.0,2287.42,Super Built up area 2287(212.47 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,3.0,3+,8.0,East,Moderately Old,2287.0,,1600.0,0,0,1,0,0,0,5
sector 70a,house,bptp visionnaire,4.0,6666.0,6000.6,Plot area 6000(557.42 sq.m.),4.0,4.0,3+,2.0,North-East,Relatively New,,6000.0,,0,0,1,0,0,0,154
sector 104,flat,ats triumph,2.6,8253.0,3150.37,Super Built up area 3150(292.64 sq.m.),4.0,4.0,3+,12.0,South,Relatively New,3150.0,,,0,0,1,0,0,0,118
sector 83,flat,emaar palm gardens,1.8,12000.0,1500.0,Carpet area: 1500 (139.35 sq.m.),3.0,4.0,3+,6.0,South-West,Relatively New,,,1500.0,0,0,1,0,0,2,96
sector 77,flat,emaar palm heights,2.1,10370.0,2025.07,Super Built up area 2025(188.13 sq.m.),3.0,3.0,3,17.0,,New Property,2025.0,,,0,0,1,0,1,0,8
sector 56,flat,kendriya vihar,0.55,9016.0,610.03,Carpet area: 610 (56.67 sq.m.),1.0,2.0,1,0.0,,Old Property,,,610.0,0,0,0,0,0,0,68
sohna road,flat,hcbs sports ville,0.25,4166.0,600.1,Built Up area: 600 (55.74 sq.m.),1.0,1.0,1,12.0,,Relatively New,,600.0,,0,0,0,0,0,0,37
sector 55,house,independent,2.8,18667.0,1500.0,Built Up area: 1500 (139.35 sq.m.),4.0,4.0,0,2.0,,Undefined,,1500.0,,0,0,0,0,0,0,0
sector 5,flat,om apartment dayanand colony,0.26,4373.0,594.56,Carpet area: 583 (54.16 sq.m.),1.0,1.0,1,3.0,North-East,Relatively New,,,583.0,0,0,0,0,0,0,14
sector 83,flat,emaar palm gardens,1.76,9263.0,1900.03,Super Built up area 1900(176.52 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1240.04 sq.ft. (115.2 sq.m.),3.0,3.0,3,5.0,South-East,Relatively New,1900.0,1600.0,1240.0,0,0,1,0,0,2,174
sector 111,flat,puri diplomatic greens,2.58,11727.0,2200.05,Super Built up area 2200(204.39 sq.m.),3.0,4.0,2,9.0,East,Relatively New,2200.0,,,0,0,1,0,0,0,101
sector 48,flat,central park resorts,5.15,20900.0,2464.11,Super Built up area 2464(228.91 sq.m.)Built Up area: 2364 sq.ft. (219.62 sq.m.)Carpet area: 2264 sq.ft. (210.33 sq.m.),3.0,3.0,3+,8.0,North-West,Moderately Old,2464.0,2364.0,2264.0,0,0,1,0,0,1,53
sector 60,flat,ireo skyon,3.6,12815.0,2809.21,Super Built up area 2809(260.96 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4.0,5.0,3,24.0,North-East,Relatively New,2809.0,,2400.0,0,0,1,0,0,2,49
sector 62,flat,emaar digihomes,4.0,14871.0,2689.8,Super Built up area 2588.79(240.51 sq.m.),3.0,3.0,3,18.0,North,New Property,2588.0,,,0,0,1,0,0,2,38
sector 79,flat,supertech araville,1.35,9000.0,1500.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1350 sq.ft. (125.42 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2.0,2.0,3,6.0,East,New Property,1530.0,1350.0,1200.0,1,0,0,0,1,2,88
sohna road,flat,eldeco accolade,0.71,4907.0,1446.91,Super Built up area 1457(135.36 sq.m.)Carpet area: 849 sq.ft. (78.87 sq.m.),2.0,2.0,3+,10.0,North-East,Relatively New,1457.0,,849.0,0,0,0,0,1,0,49
sector 99a,flat,pareena coban residences,1.4,7010.0,1997.15,Super Built up area 1997(185.53 sq.m.),3.0,5.0,3+,6.0,,New Property,1997.0,,,0,0,0,0,0,0,15
sector 90,flat,dlf new town heights,1.99,7297.0,2727.15,Carpet area: 2727 (253.35 sq.m.),4.0,4.0,3+,9.0,East,Relatively New,,,2727.0,0,1,1,0,0,2,102
sector 37c,flat,imperia the esfera,0.95,5703.0,1665.79,Built Up area: 1578 (146.6 sq.m.),2.0,2.0,0,17.0,,Under Construction,,1578.0,,0,0,1,0,0,0,66
sector 65,flat,m3m heights,3.67,17990.0,2040.02,Super Built up area 2040(189.52 sq.m.),3.0,3.0,2,27.0,,Under Construction,2040.0,,,0,0,1,0,0,0,43
sector 37c,flat,corona optus,1.27,7203.0,1763.15,Super Built up area 1763(163.79 sq.m.)Carpet area: 1410 sq.ft. (130.99 sq.m.),3.0,3.0,3,2.0,South,Relatively New,1763.0,,1410.0,1,0,0,0,1,0,49
golf course,flat,jmd empire,1.5,12500.0,1200.0,Built Up area: 1200 (111.48 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2.0,2.0,3,7.0,East,Undefined,,1200.0,1100.0,0,0,0,0,0,0,0
sector 102,flat,emaar imperial gardens,1.7,8395.0,2025.01,Super Built up area 2025(188.13 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3.0,4.0,3+,8.0,North-East,Relatively New,2025.0,1750.0,1600.0,0,1,1,0,0,2,174
sector 50,flat,the close north,2.35,11358.0,2069.03,Super Built up area 2069(192.22 sq.m.)Built Up area: 1900 sq.ft. (176.52 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),3.0,3.0,3,8.0,North-West,Moderately Old,2069.0,1900.0,1800.0,0,0,0,0,0,2,49
sector 66,flat,emaar mgf the palm drive,2.85,14615.0,1950.05,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3.0,3.0,3,11.0,North-East,Relatively New,1950.0,1920.0,1550.0,0,0,0,0,1,2,67
sector 103,flat,satya the hermitage,0.8,5517.0,1450.06,Built Up area: 1450 (134.71 sq.m.),2.0,2.0,0,10.0,,Undefined,,1450.0,,0,0,0,0,0,0,61
sector 83,flat,emaar palm gardens,1.8,9473.0,1900.14,Super Built up area 1900(176.52 sq.m.),3.0,3.0,3+,9.0,South,Relatively New,1900.0,,,0,0,0,0,0,0,55
sector 79,flat,m3m golf hills phase 1,1.7,10828.0,1570.0,Built Up area: 1570 (145.86 sq.m.)Carpet area: 1099 sq.ft. (102.1 sq.m.),3.0,2.0,3,10.0,,Undefined,,1570.0,1099.0,0,0,0,0,0,0,0
sector 110,flat,mahindra aura,2.25,9266.0,2428.23,Super Built up area 2428(225.57 sq.m.)Built Up area: 2350 sq.ft. (218.32 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),4.0,4.0,3+,2.0,South-West,Relatively New,2428.0,2350.0,2050.0,0,0,1,0,0,0,152
sector 108,flat,sobha city,2.9,14478.0,2003.04,Super Built up area 2003(186.08 sq.m.),3.0,4.0,2,8.0,East,New Property,2003.0,,,0,0,0,0,0,0,109
sector 83,flat,vatika gurgaon,0.83,6666.0,1245.12,Super Built up area 1245(115.66 sq.m.)Built Up area: 1154 sq.ft. (107.21 sq.m.)Carpet area: 945 sq.ft. (87.79 sq.m.),2.0,2.0,2,12.0,North,Relatively New,1245.0,1154.0,945.0,0,1,0,0,0,0,165
sector 104,flat,zara aavaas,0.65,8519.0,763.0,Carpet area: 763 (70.89 sq.m.),3.0,2.0,2,7.0,,New Property,,,763.0,0,0,0,0,0,0,65
manesar,flat,the crew bos chs manesar,0.85,3695.0,2300.41,Carpet area: 2300 (213.68 sq.m.),3.0,3.0,2,2.0,East,Moderately Old,,,2300.0,0,0,0,0,0,0,44
dlf phase,house,dlf city plots,13.5,29880.0,4518.1,Plot area 502(419.74 sq.m.),5.0,5.0,3.0,2.0,East,Old Property,,4518.0,,0,1,1,1,1,2,110
sector 92,flat,sare green parc 2,0.61,4837.0,1261.11,Super Built up area 1261(117.15 sq.m.),3.0,2.0,2,6.0,,Under Construction,1261.0,,,1,0,0,0,0,0,0
sohna road,flat,signature global park,0.67,5537.0,1210.04,Super Built up area 1210(112.41 sq.m.),2.0,2.0,3,4.0,North-East,Relatively New,1210.0,,,0,1,0,0,0,0,127
sohna road,flat,breez global heights,0.26,6598.0,394.06,Carpet area: 394 (36.6 sq.m.),1.0,1.0,1,6.0,,New Property,,,394.0,0,0,0,0,0,0,26
sector 50,flat,the close north,2.75,12500.0,2200.0,Super Built up area 2605(242.01 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3.0,3.0,3,3.0,South-East,Moderately Old,2605.0,2400.0,2200.0,0,0,1,0,0,0,110
sector 69,flat,tulip violet,1.66,8408.0,1974.31,Super Built up area 1970(183.02 sq.m.),4.0,4.0,1,12.0,South-East,Relatively New,1970.0,,,0,1,0,0,0,0,102
sector 70,flat,krrish florence estate,1.25,6703.0,1864.84,Super Built up area 1865(173.26 sq.m.),3.0,3.0,3,18.0,North-East,Under Construction,1865.0,,,0,0,0,0,0,0,51
sector 107,flat,m3m woodshire,0.8,5856.0,1366.12,Super Built up area 1366(126.91 sq.m.),2.0,2.0,3+,14.0,,New Property,1366.0,,,0,0,0,0,0,0,67
sector 50,house,nirvana cedar crest,3.99,8866.0,4500.3,Plot area 4500(418.06 sq.m.),4.0,5.0,3+,4.0,North-East,New Property,,4500.0,,0,1,1,0,0,2,112
dlf phase,house,dlf city plots,20.0,44265.0,4518.2,Plot area 502(419.74 sq.m.),16.0,20.0,3+,4.0,North-East,New Property,,4518.0,,0,1,1,1,1,2,153
dlf phase,flat,dlf regency park,1.35,11739.0,1150.01,Super Built up area 1150(106.84 sq.m.)Built Up area: 1120 sq.ft. (104.05 sq.m.)Carpet area: 1050 sq.ft. (97.55 sq.m.),2.0,2.0,2,14.0,East,Old Property,1150.0,1120.0,1050.0,0,0,0,1,0,0,66
sector 69,flat,tulip violet,1.4,8856.0,1580.85,Super Built up area 1578(146.6 sq.m.),3.0,3.0,2,9.0,West,Relatively New,1578.0,,,0,1,0,0,0,0,120
sector 79,flat,godrej aria,1.69,8522.0,1983.1,Super Built up area 1983(184.23 sq.m.),3.0,3.0,2,7.0,South,Relatively New,1983.0,,,0,0,0,0,0,0,112
sector 9,house,independent,1.1,55000.0,200.0,Plot area 200(18.58 sq.m.),4.0,3.0,1.0,2.0,North-East,Old Property,,200.0,,0,0,0,0,0,0,0
sector 39,house,independent,1.7,17980.0,945.5,Plot area 900(83.61 sq.m.),2.0,2.0,3+,3.0,,Moderately Old,,8100.0,,0,0,1,1,0,0,45
sector 79,flat,supertech araville,0.9,5883.0,1529.83,Super Built up area 1530(142.14 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2.0,2.0,3,5.0,,Relatively New,1530.0,1450.0,1400.0,0,0,0,0,1,0,53
sohna road,flat,signature the serenas,0.45,8474.0,531.04,Carpet area: 531 (49.33 sq.m.),2.0,2.0,1,10.0,,New Property,,,531.0,0,0,0,0,0,0,23
sector 50,house,unitech espace,7.5,34722.0,2160.0,Plot area 240(200.67 sq.m.)Built Up area: 241 sq.yards (201.51 sq.m.)Carpet area: 240 sq.yards (200.67 sq.m.),3.0,3.0,2.0,2.0,West,Moderately Old,,241.0,240.0,0,0,1,0,0,2,66
manesar,house,independent,1.1,6172.0,1782.2,Plot area 1782(165.55 sq.m.),8.0,8.0,0,1.0,,New Property,,1782.0,,0,0,0,0,0,0,0
sector 89,flat,greenopolis,0.8,6168.0,1297.02,Carpet area: 1297 (120.5 sq.m.),2.0,2.0,2,6.0,South,Under Construction,,,1297.0,0,0,0,0,0,0,44
sohna road road,house,independent,0.5,5555.0,900.1,Plot area 900(83.61 sq.m.),2.0,1.0,2.0,1.0,,Moderately Old,,900.0,,0,0,0,0,0,0,0
sector 52,flat,ardee city,1.55,7381.0,2099.99,Built Up area: 2100 (195.1 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),4.0,4.0,3,1.0,,Moderately Old,,2100.0,1600.0,0,0,0,0,0,0,0
sector 70a,flat,bptp astaire gardens,1.7,8947.0,1900.08,Carpet area: 1900 (176.52 sq.m.),4.0,3.0,3,1.0,North-East,Relatively New,,,1900.0,0,0,0,0,0,2,49
sector 37d,flat,ramprastha skyz,1.25,7250.0,1724.14,Built Up area: 1725 (160.26 sq.m.),3.0,3.0,3+,2.0,North-East,Under Construction,,1725.0,,0,0,0,0,0,0,8
sector 17b,house,kothi,6.95,15444.0,4500.1,Plot area 500(418.06 sq.m.)Built Up area: 3500 sq.yards (2926.45 sq.m.),4.0,4.0,3+,2.0,,Old Property,,3500.0,,0,1,1,1,1,0,33
sector 112,flat,earth copia,0.7,4673.0,1497.97,Built Up area: 1498 (139.17 sq.m.),2.0,2.0,2,4.0,East,Relatively New,,1498.0,,0,0,0,0,0,0,65
sector 89,flat,smart world gems,1.2,8432.0,1423.15,Carpet area: 1423 (132.2 sq.m.),3.0,3.0,2,2.0,North-East,New Property,,,1423.0,0,0,0,0,0,0,44
sector 2,flat,bestech park view residency,1.26,8051.0,1565.02,Super Built up area 1565(145.39 sq.m.),2.0,2.0,3,7.0,South-East,Moderately Old,1565.0,,,0,0,0,0,1,0,84
sector 51,flat,housing board colony,0.3,7317.0,410.0,Super Built up area 510(47.38 sq.m.)Carpet area: 410 sq.ft. (38.09 sq.m.),1.0,1.0,2,0.0,South,Old Property,510.0,,410.0,0,0,0,0,0,0,0
sector 50,flat,ss hibiscus,6.0,12272.0,4889.18,Super Built up area 4400(408.77 sq.m.),4.0,3.0,3,5.0,South-East,Moderately Old,4400.0,,,0,0,1,0,0,0,31
dlf phase,house,independent,6.5,36111.0,1800.0,Plot area 200(167.23 sq.m.),4.0,3.0,3.0,3.0,,Moderately Old,,1800.0,,0,1,0,0,1,0,19
sector 61,flat,suposhaa smartworld orchard,2.25,14525.0,1549.05,Carpet area: 1549 (143.91 sq.m.),3.0,3.0,2,3.0,,Under Construction,,,1549.0,0,0,0,0,0,0,0
sector 102,flat,shapoorji pallonji joyville gurugram,2.12,11447.0,1852.01,Super Built up area 1852(172.06 sq.m.)Carpet area: 1320 sq.ft. (122.63 sq.m.),3.0,3.0,3,9.0,South-East,New Property,1852.0,,1320.0,0,0,0,0,0,0,109
sector 1,flat,dnha cghs,0.85,3864.0,2199.79,Built Up area: 2200 (204.39 sq.m.),3.0,3.0,0,5.0,,Undefined,,2200.0,,0,0,0,0,0,0,0
sector 37d,flat,ramprastha the edge towers,1.0,5649.0,1770.22,Super Built up area 1770(164.44 sq.m.),3.0,3.0,3+,13.0,,Moderately Old,1770.0,,,0,0,0,0,0,0,38
sector 93,flat,signature global orchard avenue,0.38,6387.0,594.96,Carpet area: 594.91 (55.27 sq.m.),2.0,2.0,2,7.0,North,Relatively New,,,594.0,0,0,0,0,0,0,16
sector 86,flat,dlf new town heights,1.27,6580.0,1930.09,Super Built up area 1930(179.3 sq.m.)Built Up area: 1800 sq.ft. (167.23 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3.0,4.0,3,19.0,South-West,Relatively New,1930.0,1800.0,1450.0,0,1,1,0,0,0,126
sector 82,flat,vatika the seven lamps,1.6,6597.0,2425.34,Super Built up area 2425(225.29 sq.m.),4.0,5.0,3+,8.0,South-West,Relatively New,2425.0,,,0,0,1,0,0,0,133
sector 67,flat,m3m merlin,3.5,14583.0,2400.05,Super Built up area 2400(222.97 sq.m.)Carpet area: 2050 sq.ft. (190.45 sq.m.),3.0,4.0,3,17.0,South-East,Relatively New,2400.0,,2050.0,0,0,1,1,0,2,167
sector 81,flat,bestech park view grand spa,4.5,10714.0,4200.11,Super Built up area 4200(390.19 sq.m.),4.0,6.0,3+,17.0,,Relatively New,4200.0,,,0,0,1,0,0,2,44
sector 88a,flat,godrej oasis,1.0,6896.0,1450.12,Carpet area: 1450 (134.71 sq.m.),2.0,2.0,3,7.0,,Relatively New,,,1450.0,0,0,0,0,1,0,72
sushant lok,house,ansal sushant residency,4.6,17037.0,2700.0,Plot area 300(250.84 sq.m.),6.0,6.0,3.0,3.0,East,Old Property,,2700.0,,0,1,1,1,1,1,102
sector 92,flat,sare homes,0.95,4750.0,2000.0,Super Built up area 2000(185.81 sq.m.)Built Up area: 1983 sq.ft. (184.23 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),4.0,3.0,2,17.0,East,New Property,2000.0,1983.0,1900.0,0,0,0,0,0,0,7
sector 11,house,independent,2.5,17857.0,1400.0,Plot area 1400(130.06 sq.m.)Built Up area: 1850 sq.ft. (171.87 sq.m.),5.0,4.0,3.0,1.0,East,Old Property,,1850.0,,0,0,0,1,0,0,0
sushant lok,house,ansals florence villa,3.3,19820.0,1665.0,Plot area 185(154.68 sq.m.),4.0,3.0,3+,2.0,East,Moderately Old,,1665.0,,0,1,1,1,1,0,151
sector 92,flat,raheja navodaya,1.1,4681.0,2349.93,Built Up area: 2350 (218.32 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3.0,2.0,3,0.0,East,Undefined,,2350.0,1850.0,0,0,0,0,0,0,0
sector 89,flat,m3m soulitude,1.32,16923.0,780.0,Carpet area: 780 (72.46 sq.m.),3.0,3.0,3,1.0,,Under Construction,,,780.0,0,0,0,0,0,0,45
sector 107,flat,m3m woodshire,0.9,6590.0,1365.71,Super Built up area 1366(126.91 sq.m.),2.0,2.0,3+,10.0,,Relatively New,1366.0,,,1,0,0,0,0,2,49
