sector,property_type,bedRoom,bathroom,builtUpArea,servant room,study room,luxury_category
sector 79,flat,4.0,5.0,2675.0,Yes,No,Low
sector 95,flat,2.0,2.0,610.0,No,No,Medium
sector 104,flat,3.0,3.0,1365.0,No,No,Medium
sector 103,flat,3.0,3.0,1300.0,No,Yes,Low
dlf phase,house,4.0,4.0,9000.0,Yes,Yes,Medium
sector 69,flat,4.0,4.0,1819.0,No,No,Medium
sector 21,house,3.0,3.0,972.0,No,No,Low
sector 37d,flat,2.0,2.0,1242.0,No,No,Medium
sector 54,flat,4.0,5.0,3444.0,Yes,Yes,Low
a block,house,9.0,9.0,2700.0,Yes,Yes,Low
sector 91,flat,2.0,2.0,1271.0,No,No,Medium
sector 83,flat,3.0,3.0,1792.0,Yes,No,Medium
sector 90,flat,4.0,5.0,2134.0,Yes,Yes,Medium
sector 68,flat,2.0,2.0,1364.0,No,Yes,Medium
sector 50,house,3.0,3.0,3240.0,Yes,Yes,Medium
sector 69,flat,3.0,3.0,1428.0,No,No,Medium
sector 84,flat,3.0,4.0,1703.0,Yes,No,Medium
sector 37d,flat,4.0,3.0,2000.0,No,No,Medium
sector 74,flat,3.0,3.0,1800.0,No,Yes,Medium
sector 39,house,5.0,5.0,4500.0,Yes,No,Low
sector 112,flat,3.0,5.0,2800.0,Yes,No,Medium
sector 37c,flat,2.0,3.0,1428.0,No,Yes,Low
sector 90,flat,4.0,4.0,2139.0,Yes,No,Low
sector 66,flat,4.0,4.0,3500.0,Yes,Yes,High
dlf phase,house,5.0,7.0,4500.0,Yes,No,Medium
sector 86,flat,2.0,2.0,1231.0,No,No,Medium
sector 107,flat,3.0,2.0,717.0,No,No,Low
sector 83,flat,3.0,3.0,1582.0,Yes,No,Medium
sector 33,flat,3.0,4.0,1421.0,Yes,No,Low
sector 106,flat,4.0,6.0,1535.0,Yes,No,High
sector 88a,flat,3.0,3.0,1993.0,No,No,Low
sector 92,flat,4.0,4.0,1891.0,Yes,No,Medium
sector 68,flat,2.0,2.0,1130.0,No,No,Medium
sector 6,house,4.0,2.0,1600.0,No,No,Low
sector 85,flat,3.0,3.0,141.0,No,No,Low
sector 109,house,4.0,5.0,5400.0,Yes,No,Low
sector 103,flat,1.0,2.0,401.0,No,No,Low
sector 85,flat,3.0,4.0,2179.0,Yes,No,Low
sector 33,house,5.0,6.0,4680.0,Yes,No,Medium
sector 95,flat,3.0,2.0,761.0,No,No,Low
sector 84,flat,2.0,2.0,532.0,No,No,Medium
sector 2,house,4.0,3.0,1557.0,No,No,Medium
sector 67a,flat,3.0,3.0,1346.0,Yes,No,Low
sector 76,flat,4.0,6.0,2398.0,Yes,No,Medium
valley view,flat,4.0,4.0,2013.0,Yes,Yes,Medium
dlf phase,house,9.0,9.0,3600.0,Yes,No,Medium
sector 47,flat,2.0,2.0,1108.0,No,No,Low
sector 70,flat,3.0,4.0,1527.0,Yes,No,Low
sector 106,flat,3.0,4.0,1186.0,Yes,No,Low
sector 37d,flat,3.0,3.0,2283.0,No,No,Low
sector 84,flat,4.0,4.0,3108.0,Yes,No,Medium
sohna road,flat,2.0,2.0,577.0,No,No,Low
sector 31,flat,4.0,5.0,2663.0,Yes,Yes,Medium
sector 7,house,5.0,3.0,1350.0,No,No,Low
sector 11,flat,2.0,2.0,761.0,No,No,Low
sector 86,flat,2.0,2.0,1360.0,No,No,Medium
sector 37c,flat,2.0,2.0,756.0,No,No,Medium
sector 26,house,3.0,3.0,8829.0,No,Yes,Medium
sector 104,flat,2.0,2.0,1403.0,No,No,Medium
sector 90,flat,2.0,2.0,1224.0,No,Yes,Medium
sector 63,flat,4.0,4.0,3956.0,No,No,Medium
sector 105,house,2.0,2.0,556.0,No,No,Low
sector 70a,house,4.0,4.0,5500.0,Yes,Yes,Medium
sector 67,flat,3.0,4.0,2134.0,Yes,No,High
dlf phase,house,5.0,4.0,1350.0,Yes,No,Low
sector 79,flat,3.0,4.0,1643.0,Yes,No,Low
sector 33,flat,3.0,3.0,1619.0,No,No,Low
sector 106,flat,3.0,2.0,1359.0,No,No,Low
sector 85,flat,3.0,5.0,2179.0,No,No,Medium
sector 81,flat,3.0,4.0,1900.0,Yes,No,Medium
sector 70a,house,4.0,4.0,6000.0,Yes,Yes,High
sector 69,flat,4.0,4.0,1819.0,No,No,High
sector 70,flat,3.0,5.0,1527.0,Yes,No,Medium
sector 104,flat,4.0,4.0,2953.0,Yes,No,High
sector 81,flat,2.0,2.0,1150.0,No,No,High
sector 82,flat,2.0,2.0,1294.0,No,Yes,Medium
sector 50,flat,3.0,3.0,2000.0,No,No,Medium
sector 37c,flat,3.0,3.0,1563.0,No,Yes,Low
sector 85,flat,3.0,3.0,2129.0,Yes,No,Low
sector 54,flat,4.0,6.0,2715.0,Yes,No,Medium
sector 65,flat,3.0,4.0,2696.0,Yes,Yes,High
sector 49,flat,3.0,3.0,1840.0,No,No,Low
sector 105,house,3.0,3.0,1050.0,No,No,Low
sector 53,house,5.0,5.0,2250.0,No,Yes,Low
sector 79,flat,3.0,3.0,1165.0,No,Yes,High
sector 72,flat,3.0,4.0,2140.0,Yes,No,High
sector 61,flat,2.0,2.0,1244.0,No,Yes,Medium
sector 111,flat,3.0,3.0,1538.0,No,No,Medium
sector 103,flat,4.0,6.0,2602.0,Yes,No,Low
sector 9a,flat,4.0,3.0,2056.0,No,No,Low
sector 12,flat,4.0,3.0,3150.0,No,No,Low
sector 14,house,6.0,4.0,1935.0,No,No,Low
sohna road,flat,2.0,2.0,939.0,No,No,High
sector 3,flat,2.0,2.0,570.0,No,No,Low
sector 7,house,2.0,2.0,1440.0,No,No,Low
sector 67,flat,3.0,3.0,2029.0,Yes,No,High
sector 83,flat,2.0,2.0,850.0,No,Yes,High
sector 3,house,3.0,3.0,210.0,No,No,Low
sector 66,flat,4.0,4.0,2700.0,Yes,Yes,High
sector 102,flat,3.0,3.0,2222.0,Yes,Yes,Medium
sector 11,house,2.0,4.0,900.0,No,No,Low
sector 7,flat,2.0,2.0,1000.0,No,No,Low
sector 95,flat,1.0,1.0,3569.0,No,No,Low
sector 36a,flat,3.0,3.0,2297.0,No,No,Low
sector 50,flat,3.0,3.0,1245.0,No,No,Medium
sector 76,flat,2.0,2.0,665.0,No,No,Medium
sector 59,flat,4.0,4.0,2567.0,Yes,No,Low
sector 107,flat,2.0,2.0,494.0,No,No,Medium
sector 79,flat,3.0,3.0,1058.0,No,Yes,Medium
sector 82a,flat,3.0,2.0,1667.0,No,Yes,Medium
sector 58,flat,3.0,4.0,2164.03,Yes,No,Low
sector 81,flat,3.0,2.0,1319.0,No,No,High
sector 37c,flat,4.0,5.0,2343.0,Yes,Yes,Low
sector 91,flat,2.0,2.0,1302.0,No,No,Low
sector 56,flat,1.0,1.0,543.0,No,No,Low
sector 81,flat,3.0,4.0,1900.0,Yes,No,Low
sector 2,flat,3.0,2.0,1440.0,No,No,Low
sector 12,house,3.0,3.0,1160.0,No,No,Low
sector 33,flat,2.0,2.0,86.0,No,No,Medium
sector 56,flat,3.0,4.0,2200.0,No,No,High
sector 109,flat,3.0,3.0,1579.0,No,No,Medium
sector 106,flat,3.0,3.0,1145.0,No,Yes,High
sector 56,flat,3.0,3.0,1920.0,Yes,No,Medium
sector 92,flat,4.0,4.0,2322.0,Yes,No,Medium
sector 2,flat,2.0,2.0,1100.0,No,No,Low
sector 33,flat,3.0,3.0,1996.0,No,No,Medium
sector 7,house,7.0,7.0,2610.0,No,No,Low
sector 106,flat,1.0,1.0,778.0,No,No,Medium
sector 95,flat,2.0,2.0,610.0,No,No,Medium
sector 15,flat,4.0,3.0,1444.0,No,No,Medium
sector 10a,flat,2.0,3.0,1389.0,No,No,Low
sector 108,flat,3.0,4.0,1771.0,No,Yes,Medium
sector 70,flat,3.0,3.0,1865.0,No,No,Medium
sector 109,flat,3.0,4.0,1797.0,Yes,No,Low
dlf phase,flat,2.0,2.0,1050.0,No,No,High
sector 47,flat,3.0,3.0,2667.0,No,No,Low
sector 104,flat,2.0,2.0,515.0,No,No,Low
sector 113,flat,3.0,2.0,1285.0,No,No,High
sector 63a,flat,3.0,3.0,2152.82,No,No,Low
sector 109,house,4.0,5.0,5400.0,Yes,Yes,High
sector 65,flat,3.0,3.0,2282.0,Yes,Yes,High
sector 36a,flat,1.0,1.0,436.0,No,No,Low
sector 107,flat,2.0,2.0,1236.0,No,No,High
sohna road,flat,3.0,3.0,2444.0,Yes,No,Medium
sector 92,flat,3.0,2.0,1333.0,No,No,Low
sector 4,house,1.0,4.0,603.0,No,No,Low
dlf phase,house,5.0,5.0,3375.0,No,No,Medium
sector 82,flat,3.0,4.0,1500.0,Yes,No,High
sector 102,flat,3.0,4.0,2250.0,Yes,No,Medium
sector 111,flat,3.0,3.0,1615.0,No,No,Low
sector 37d,flat,4.0,3.0,1983.0,Yes,No,Medium
sector 102,flat,2.0,2.0,1009.0,No,No,Medium
sector 86,flat,2.0,2.0,557.0,Yes,Yes,Low
sector 92,flat,4.0,4.0,2040.0,No,No,Low
sector 28,house,3.0,2.0,1800.0,No,No,Low
sector 85,flat,2.0,2.0,1491.0,No,No,Medium
sector 109,flat,3.0,3.0,1466.0,No,No,Medium
sector 86,flat,4.0,4.0,2132.0,Yes,No,Medium
sector 37c,flat,3.0,4.0,1660.0,Yes,No,Low
sohna road,house,1.0,1.0,297.0,No,No,Low
sector 59,flat,3.0,3.0,2550.0,No,No,Low
sector 37d,flat,3.0,2.0,1538.0,No,No,Low
sector 95,flat,2.0,2.0,716.0,No,Yes,Medium
sector 5,house,2.0,2.0,900.0,No,No,Low
sector 106,flat,1.0,1.0,567.0,No,No,Medium
sector 33,flat,3.0,2.0,1484.0,No,No,Low
sector 67,flat,3.0,3.0,2150.0,Yes,No,High
sector 54,flat,3.0,3.0,1900.0,Yes,No,Medium
sector 2,house,6.0,4.0,4000.0,No,No,Low
sector 84,flat,3.0,3.0,1475.0,No,No,Low
sector 37d,flat,2.0,2.0,1310.0,No,No,High
sector 69,flat,2.0,3.0,1500.0,No,Yes,High
sector 79,flat,3.0,3.0,1154.0,No,Yes,Medium
sector 56,flat,3.0,2.0,1750.0,Yes,No,Medium
sector 83,flat,4.0,4.0,2193.0,Yes,No,Low
sector 50,house,4.0,4.0,2160.0,Yes,No,Medium
sector 67,flat,3.0,4.0,2200.0,Yes,Yes,High
dlf phase,flat,2.0,2.0,1278.0,No,No,Medium
sector 95,flat,2.0,2.0,990.0,No,No,Low
sector 92,flat,3.0,2.0,1240.0,No,No,Low
sector 86,flat,3.0,3.0,1747.0,Yes,No,Medium
sector 48,house,4.0,4.0,2160.0,Yes,No,High
sector 17,house,4.0,4.0,3000.0,No,No,Low
sector 104,flat,2.0,2.0,514.0,No,No,Medium
sector 2,house,3.0,7.0,1215.0,No,No,Low
sector 71,flat,1.0,1.0,425.0,No,No,Low
sector 37c,flat,3.0,3.0,1697.0,No,No,Medium
sector 107,flat,3.0,3.0,1690.0,No,No,High
sector 49,flat,3.0,3.0,1556.0,Yes,No,Low
sector 90,flat,2.0,3.0,1502.0,No,Yes,Low
sector 88a,flat,3.0,2.0,1463.0,No,Yes,Low
sector 90,flat,4.0,4.0,2005.0,No,No,Low
sector 78,flat,4.0,4.0,2300.0,Yes,No,Medium
sector 65,flat,3.0,3.0,1650.06,Yes,No,Medium
sector 47,house,3.0,4.0,1467.0,No,No,Low
sector 79,flat,3.0,4.0,1416.0,Yes,No,High
sector 107,flat,2.0,2.0,1236.0,No,No,Low
sector 95,flat,2.0,2.0,1095.0,No,Yes,Medium
sector 70a,house,5.0,4.0,2700.0,No,Yes,Low
sector 33,flat,2.0,2.0,1279.0,No,No,Low
sector 109,house,4.0,5.0,2430.0,Yes,Yes,Medium
sector 111,flat,2.0,2.0,773.0,No,No,Medium
sector 79,flat,3.0,4.0,1695.0,Yes,No,High
sector 112,flat,3.0,3.0,2225.0,Yes,No,High
sector 109,flat,3.0,3.0,1550.0,No,No,Medium
sector 79,flat,3.0,3.0,2161.0,No,No,Low
sector 107,flat,3.0,4.0,1950.0,Yes,No,Medium
sector 67a,flat,3.0,3.0,1551.0,Yes,No,High
sector 79,flat,3.0,4.0,2047.0,Yes,No,High
sector 82a,flat,1.0,1.0,650.0,No,No,Low
sector 33,flat,3.0,3.0,1444.0,No,No,Low
sector 68,flat,2.0,2.0,1311.0,No,No,Low
sector 69,flat,4.0,6.0,2817.0,Yes,No,High
sohna road,flat,2.0,2.0,1175.0,No,Yes,Low
sector 60,flat,3.0,4.0,2037.0,Yes,No,High
sector 53,flat,3.0,3.0,2892.0,No,No,Medium
sector 69,flat,3.0,3.0,1381.0,No,No,High
sector 77,flat,2.0,2.0,1180.0,No,No,High
sector 23,house,5.0,5.0,1557.0,No,No,Medium
sector 86,flat,3.0,4.0,1580.0,No,No,High
sector 91,flat,2.0,2.0,1186.0,No,No,Medium
sector 90,flat,3.0,3.0,1541.0,Yes,No,Low
sector 70a,flat,2.0,2.0,1426.0,No,No,Low
sector 47,flat,3.0,3.0,1906.0,No,No,Medium
sector 65,flat,2.0,2.0,1141.0,No,No,Low
south city,house,4.0,4.0,3240.0,Yes,Yes,Low
sector 49,flat,5.0,4.0,3219.0,Yes,Yes,Low
sector 83,flat,2.0,2.0,1630.0,No,No,Low
sector 104,flat,2.0,2.0,1148.0,No,No,Medium
sohna road,flat,2.0,2.0,1184.0,No,Yes,Medium
sector 52,flat,5.0,5.0,5200.0,No,No,Low
sector 49,flat,3.0,4.0,2251.6,Yes,No,Medium
sector 61,flat,3.0,3.0,1137.0,No,No,Low
sector 84,flat,2.0,2.0,1149.0,No,No,Low
sector 7,house,4.0,4.0,2628.0,No,No,Low
dlf phase,house,9.0,9.0,2367.0,Yes,Yes,High
sohna road,flat,2.0,2.0,743.0,No,No,Low
sector 56,flat,3.0,3.0,1450.0,No,No,High
dlf phase,flat,4.0,4.0,2667.0,Yes,No,Low
sector 70a,flat,3.0,3.0,1925.0,No,Yes,Medium
sector 63a,flat,2.0,2.0,1372.0,No,No,Low
sohna road,flat,2.0,2.0,1222.0,No,Yes,Medium
sector 48,house,4.0,4.0,3240.0,No,No,Low
sector 85,flat,4.0,4.0,2600.0,Yes,Yes,Low
sector 33,flat,2.0,2.0,1111.0,No,No,Medium
sector 109,house,5.0,5.0,3600.0,Yes,Yes,Medium
sector 102,flat,2.0,2.0,582.0,No,No,Medium
sector 88a,flat,3.0,3.0,1990.0,No,No,Medium
dlf phase,house,4.0,4.0,1350.0,Yes,No,Medium
sector 70,flat,3.0,4.0,1923.0,Yes,Yes,Medium
sector 37c,flat,3.0,4.0,1660.0,Yes,No,Low
sector 48,house,4.0,4.0,2700.0,Yes,No,High
sector 37c,flat,3.0,5.0,1400.0,Yes,No,Low
sector 104,flat,4.0,4.0,2851.0,Yes,No,Low
sector 111,flat,4.0,6.0,4072.0,Yes,No,Medium
sector 50,flat,3.0,4.0,2450.0,Yes,No,High
sector 69,flat,3.0,3.0,1428.0,No,No,High
sector 1,flat,3.0,3.0,1705.0,Yes,No,Medium
sector 109,house,4.0,4.0,4800.0,Yes,No,Medium
dlf phase,house,3.0,3.0,540.0,No,No,Low
sector 63,flat,3.0,3.0,3077.0,No,No,Medium
sector 37d,flat,3.0,3.0,1707.0,No,No,Low
sector 79,flat,2.0,2.0,93.0,No,Yes,Medium
sector 82,house,5.0,5.0,3240.0,Yes,No,Medium
sector 85,flat,3.0,4.0,2179.0,Yes,Yes,Low
sector 72,house,5.0,5.0,3653.0,No,No,Low
sector 43,house,3.0,3.0,1080.0,No,No,Low
sector 81,flat,2.0,2.0,704.0,No,No,Medium
sector 15,house,3.0,3.0,1836.0,No,Yes,Low
sector 85,flat,2.0,2.0,1730.0,No,No,Low
sector 95,flat,1.0,1.0,422.0,No,No,Low
sector 99a,flat,2.0,2.0,498.0,No,No,Medium
sector 83,flat,1.0,1.0,700.0,No,No,Low
sector 4,flat,2.0,2.0,1056.0,No,No,Low
sector 21,flat,5.0,4.0,2172.0,No,No,Low
dlf phase,house,9.0,9.0,3240.0,Yes,No,Medium
gwal pahari,flat,4.0,4.0,5430.0,Yes,No,Medium
sector 81,flat,3.0,4.0,2090.0,Yes,No,High
sector 37c,flat,2.0,2.0,1068.0,No,No,Medium
sector 68,flat,2.0,2.0,1200.0,No,No,Medium
sector 85,flat,4.0,4.0,2600.0,Yes,Yes,Low
sector 107,flat,2.0,2.0,543.0,No,No,Low
sector 95,flat,3.0,3.0,1720.0,No,No,Low
sector 33,flat,3.0,3.0,2093.0,No,No,Medium
sector 79,flat,3.0,4.0,1659.0,Yes,No,Medium
sector 72,flat,4.0,4.0,3846.0,Yes,Yes,Medium
sector 89,flat,2.0,2.0,1226.0,No,Yes,Low
new palam,house,3.0,2.0,120.0,No,No,Low
sector 103,flat,3.0,4.0,3716.0,Yes,Yes,Low
sector 107,flat,2.0,2.0,1388.0,No,Yes,Medium
sector 99a,flat,2.0,2.0,502.0,No,No,Medium
sector 68,flat,2.0,2.0,1068.0,No,No,Medium
sector 85,flat,2.0,2.0,1380.0,No,No,Medium
south city,house,3.0,3.0,1400.0,Yes,No,Low
sector 15,flat,2.0,2.0,905.0,No,No,Low
sector 67,flat,3.0,4.0,1764.0,Yes,No,Medium
dlf phase,flat,4.0,5.0,3889.0,Yes,No,Low
sector 108,flat,3.0,2.0,1343.0,Yes,Yes,Medium
sector 5,house,1.0,1.0,540.0,No,No,Low
sector 107,flat,3.0,4.0,1837.0,Yes,No,Medium
sector 56,flat,4.0,4.0,2600.0,No,No,Medium
sector 89,house,3.0,3.0,1423.0,No,Yes,Low
sector 83,flat,3.0,3.0,1387.0,Yes,No,Low
sector 113,flat,2.0,2.0,1350.0,No,Yes,High
sector 65,flat,2.0,2.0,1140.0,No,No,Low
sector 69,flat,3.0,3.0,1392.0,No,No,High
sohna road,flat,2.0,2.0,658.0,No,No,Low
new palam,flat,2.0,2.0,556.0,No,No,Low
sector 71,flat,2.0,2.0,1200.0,No,No,Low
sector 56,flat,4.0,4.0,2000.0,No,No,Medium
manesar,flat,2.0,2.0,1300.0,No,No,Low
sector 67,flat,1.0,1.0,826.0,No,No,Low
sector 92,flat,3.0,3.0,1415.0,No,No,Low
sector 12,house,2.0,1.0,360.0,No,No,Low
sector 2,flat,3.0,4.0,1738.0,Yes,No,Medium
sector 3,house,6.0,1.0,3000.0,No,No,Low
sohna road,flat,2.0,2.0,521.0,No,No,Low
sector 47,flat,3.0,4.0,2544.0,No,Yes,Low
sushant lok,house,5.0,6.0,4050.1,Yes,No,High
sector 70a,flat,3.0,3.0,1900.0,Yes,No,Medium
sohna road,flat,2.0,2.0,619.0,No,No,Low
sector 81,flat,3.0,3.0,1650.0,Yes,No,Low
sector 47,flat,3.0,4.0,1916.0,Yes,No,Medium
sector 113,flat,3.0,4.0,2200.0,Yes,Yes,High
dlf phase,house,4.0,4.0,1264.7,No,No,Low
sector 85,flat,2.0,2.0,1380.0,No,No,High
sector 90,flat,4.0,4.0,2214.0,No,No,High
sector 90,flat,3.0,4.0,1525.0,Yes,No,Medium
sector 86,flat,2.0,2.0,668.0,No,No,Medium
sector 81,flat,3.0,3.0,1600.0,Yes,Yes,Low
sector 43,flat,4.0,4.0,2722.0,Yes,No,Low
sector 86,flat,3.0,2.0,833.0,No,No,Low
sector 77,flat,3.0,3.0,1600.0,Yes,No,Low
sector 3,flat,2.0,2.0,778.0,No,Yes,Medium
sector 83,flat,3.0,3.0,1972.0,No,No,Medium
sector 17b,house,4.0,4.0,4517.9,Yes,Yes,Low
sector 79,flat,3.0,4.0,2389.0,Yes,No,Low
sector 28,house,2.0,8.0,900.0,No,No,Low
sector 7,house,2.0,2.0,225.0,No,No,Low
dlf phase,house,4.0,3.0,1350.0,No,No,Medium
sector 104,flat,3.0,2.0,1093.0,No,No,Low
sector 109,flat,3.0,4.0,1797.0,Yes,No,High
sector 2,flat,2.0,2.0,1281.0,No,No,Medium
sector 48,flat,3.0,5.0,3200.0,Yes,No,Low
sector 79,flat,2.0,2.0,1700.0,No,Yes,Low
sector 86,flat,3.0,4.0,1740.0,Yes,No,Medium
sector 81,flat,3.0,4.0,1760.0,Yes,No,High
sector 72,flat,4.0,4.0,3000.0,Yes,No,High
sector 56,flat,1.0,1.0,672.0,No,No,Medium
sector 37c,flat,3.0,1.0,1820.0,No,No,Low
sector 72,house,4.0,5.0,7000.0,No,No,Low
sector 109,house,4.0,5.0,2214.0,Yes,No,Medium
sector 48,house,4.0,4.0,3240.0,Yes,Yes,Medium
sector 69,flat,3.0,3.0,1325.0,No,No,High
sushant lok,house,1.0,1.0,1935.0,No,No,Low
sector 63a,flat,3.0,3.0,2667.0,No,No,Medium
sector 67,flat,3.0,4.0,2134.0,Yes,No,High
sector 90,flat,3.0,3.0,1650.0,No,No,Low
sohna road,flat,2.0,2.0,922.0,No,No,Low
sector 46,house,8.0,6.0,2367.0,Yes,No,Medium
sector 3,house,4.0,3.0,1070.0,No,No,Low
sector 61,flat,3.0,3.0,1402.0,No,No,Medium
sector 65,flat,3.0,3.0,1500.0,Yes,Yes,Medium
sector 104,flat,3.0,4.0,2072.0,Yes,Yes,Medium
sector 69,flat,4.0,4.0,1819.0,No,No,Medium
sector 113,flat,2.0,2.0,1155.0,No,No,Medium
sector 53,flat,3.0,4.0,2500.0,Yes,No,Low
sector 31,house,2.0,4.0,1460.0,No,No,Low
sector 89,flat,3.0,3.0,1774.0,No,No,Medium
sector 3,house,1.0,1.0,750.0,No,No,Low
sector 36a,flat,1.0,1.0,407.0,No,No,Medium
dlf phase,house,2.0,9.0,1960.8,No,Yes,Medium
sector 48,house,7.0,7.0,2403.0,Yes,Yes,Medium
sector 67a,flat,3.0,3.0,1563.0,No,No,Medium
sector 70a,flat,3.0,3.0,1450.0,No,No,Low
sector 82a,flat,4.0,4.0,2576.09,Yes,No,Low
sector 109,flat,4.0,4.0,2765.0,Yes,No,High
sector 104,flat,3.0,4.0,2072.0,Yes,No,Medium
sector 89,flat,2.0,2.0,1103.0,No,No,Low
sector 70,flat,3.0,3.0,1527.0,Yes,Yes,Low
sector 99a,flat,3.0,5.0,1807.0,Yes,No,Medium
b block,house,3.0,3.0,2700.0,Yes,No,Low
sector 3,flat,3.0,3.0,1000.0,No,No,Low
sector 23,flat,2.0,2.0,706.0,No,No,Low
sector 49,house,3.0,3.0,2000.0,Yes,No,Low
sector 104,flat,1.0,1.0,301.0,No,No,Medium
sector 11,house,2.0,2.0,450.0,No,No,Low
sector 6,house,2.0,3.0,360.0,No,No,Low
sector 95,flat,2.0,2.0,563.0,No,No,Low
sector 112,flat,3.0,4.0,2225.0,Yes,No,High
sushant lok,house,4.0,4.0,1728.0,Yes,Yes,Medium
sector 105,house,3.0,3.0,1000.0,No,No,Low
sector 48,flat,5.0,6.0,7444.0,Yes,Yes,Low
sector 58,flat,2.0,2.0,1528.0,No,No,Low
sector 3,house,3.0,4.0,900.0,No,No,Low
sector 109,flat,3.0,4.0,1896.0,Yes,No,Medium
sector 77,flat,3.0,4.0,1833.0,Yes,No,High
sector 28,flat,3.0,4.0,1956.0,Yes,No,Low
sector 69,flat,2.0,1.0,667.0,No,No,Low
sector 49,house,5.0,4.0,4500.0,No,No,Low
sector 109,house,4.0,6.0,3600.0,Yes,Yes,High
dlf phase,flat,3.0,4.0,1700.0,Yes,No,Medium
sector 103,flat,2.0,2.0,750.0,No,No,Low
sector 79,flat,3.0,3.0,1200.0,No,Yes,Medium
sector 36a,flat,2.0,2.0,657.0,No,No,Medium
sector 31,house,4.0,4.0,1449.0,No,No,Medium
sector 10a,house,4.0,3.0,2367.0,No,No,Low
dlf phase,house,6.0,8.0,12222.0,Yes,No,Medium
sector 2,flat,3.0,3.0,1611.0,No,No,Medium
sector 63a,flat,1.0,1.0,693.0,No,No,Low
sector 112,flat,3.0,5.0,2536.0,Yes,No,Low
dlf phase,house,4.0,5.0,3240.0,Yes,Yes,Medium
sector 84,flat,3.0,3.0,1650.0,No,Yes,High
sector 2,house,2.0,2.0,600.0,No,No,Low
sector 66,flat,3.0,3.0,2882.0,Yes,Yes,Medium
sector 50,house,5.0,7.0,5850.0,Yes,Yes,High
sector 3,house,7.0,2.0,1980.0,No,No,Low
sector 103,flat,2.0,2.0,1365.0,No,No,Medium
sector 31,flat,2.0,2.0,1200.0,No,No,Low
sohna road,flat,2.0,2.0,534.0,No,No,Medium
sector 92,flat,4.0,4.0,1828.0,No,No,Low
sector 92,flat,2.0,2.0,846.0,No,No,Low
sector 102,flat,2.0,2.0,915.0,No,No,Low
sector 82a,flat,5.0,5.0,2896.0,No,Yes,Low
sector 4,house,3.0,3.0,57.0,No,No,Low
sector 92,flat,3.0,3.0,1442.0,No,No,Medium
sector 72,house,5.0,6.0,6300.0,Yes,Yes,Medium
sector 77,flat,2.0,2.0,1140.0,No,No,Medium
sector 50,flat,3.0,4.0,2819.0,Yes,No,Medium
sector 90,flat,3.0,3.0,1929.0,Yes,No,Medium
sector 69,flat,2.0,1.0,584.0,No,No,Low
dlf phase,flat,3.0,3.0,1700.0,Yes,No,Medium
sector 22,flat,2.0,2.0,1200.0,No,No,Medium
sohna road,flat,2.0,2.0,1404.0,No,No,High
sector 90,flat,3.0,3.0,1747.0,Yes,No,Medium
sector 102,flat,3.0,4.0,1710.0,Yes,No,Low
sector 79,flat,2.0,2.0,1172.0,No,No,Low
sector 102,flat,3.0,4.0,1400.0,Yes,No,High
sector 65,flat,3.0,3.0,1650.06,Yes,Yes,Low
sector 90,flat,4.0,4.0,2005.0,No,No,Medium
sector 107,flat,3.0,3.0,1554.0,No,No,High
sector 4,house,3.0,3.0,1350.0,No,No,Low
sector 61,flat,3.0,2.0,1534.0,No,No,Medium
sector 84,flat,3.0,3.0,1561.0,No,No,Low
sector 83,flat,2.0,2.0,1127.0,No,No,High
sector 106,flat,3.0,4.0,1305.0,Yes,Yes,Low
sector 112,flat,3.0,5.0,3000.0,Yes,No,Medium
sector 105,house,3.0,3.0,450.0,No,No,Low
sector 61,flat,3.0,4.0,1174.38,Yes,No,High
sector 76,flat,3.0,3.0,1774.0,Yes,No,Medium
sector 104,flat,3.0,4.0,2544.0,Yes,No,Medium
sohna road,flat,2.0,2.0,1144.0,No,No,Medium
sector 107,flat,2.0,2.0,544.0,No,No,Medium
sector 37d,flat,3.0,3.0,1600.0,No,No,Medium
sector 79,flat,2.0,2.0,1383.0,No,No,Low
sector 69,flat,3.0,3.0,1428.0,No,No,High
sector 70a,flat,2.0,2.0,842.0,No,No,Low
sector 108,flat,2.0,2.0,1468.0,No,No,Low
sector 48,house,7.0,7.0,2340.0,No,Yes,Low
sector 102,flat,3.0,4.0,1757.0,Yes,No,Medium
sector 48,house,4.0,5.0,4000.0,Yes,Yes,Low
sector 109,flat,3.0,3.0,2419.0,No,No,Low
sector 2,flat,2.0,2.0,1281.0,No,No,Medium
sector 103,flat,2.0,2.0,698.0,No,No,Low
sector 102,flat,3.0,3.0,2099.0,No,Yes,Low
sector 9,house,2.0,2.0,558.0,No,No,Low
sector 86,flat,3.0,2.0,1529.0,No,No,Low
sector 95,flat,1.0,1.0,3569.0,No,No,Medium
sector 49,house,4.0,4.0,540.0,No,No,Low
sector 2,house,8.0,6.0,3240.0,Yes,Yes,Low
sector 33,flat,3.0,3.0,588.0,No,No,Medium
sector 49,house,6.0,6.0,2880.0,Yes,Yes,High
sector 58,flat,2.0,2.0,1432.0,No,Yes,Medium
sector 81,flat,2.0,2.0,547.0,No,No,Low
sector 56,flat,4.0,3.0,1900.0,No,No,Low
sector 38,house,3.0,2.0,1722.2,No,No,Low
sector 65,flat,3.0,3.0,1969.23,No,No,Low
sector 90,flat,3.0,4.0,1608.0,Yes,No,Low
dlf phase,flat,3.0,4.0,3201.0,Yes,No,Medium
